"","District.ID","State.ID","Year.x","Annual.Rainfall","Ten.Year.MA.AR","Year.y","Ten.Year.MA.AR.75","Drought"
"1","Adilabad","Andhra Pradesh",1925,5151.55,4978.007,1925,3733.50525,0
"2","Agra","Uttar Pradesh",1925,3514.83,3689.337,1925,2767.00275,0
"3","Ahmadabad","Gujarat",1925,1774.5,2415.96,1925,1811.97,1
"4","Ahmednagar","Maharashtra",1925,4643.14,4931.022,1925,3698.2665,0
"5","Aizawl","Mizoram",1925,10024.17,10406.289,1925,7804.71675,0
"6","Ajmer","Rajasthan",1925,2466.25,2983.617,1925,2237.71275,0
"7","Akola","Maharashtra",1925,4004.1,4394.434,1925,3295.8255,0
"8","Alappuzha","Kerala",1925,1.44,1.447,1925,1.08525,0
"9","Aligarh","Uttar Pradesh",1925,3454.11,3473.656,1925,2605.242,0
"10","Allahabad","Uttar Pradesh",1925,5632.94,5367.909,1925,4025.93175,0
"11","Almora","Uttaranchal",1925,5013.93,4829.755,1925,3622.31625,0
"12","Alwar","Rajasthan",1925,2979.94,3280.781,1925,2460.58575,0
"13","Ambala","Haryana",1925,2881.46,2853.512,1925,2140.134,0
"14","Ambedkar Nagar","Uttar Pradesh",1925,4666.52,4608.125,1925,3456.09375,0
"15","Amravati","Maharashtra",1925,4115.52,4457.853,1925,3343.38975,0
"16","Amreli","Gujarat",1925,2274.04,2605.265,1925,1953.94875,0
"17","Amritsar","Punjab",1925,3614.57,3685.109,1925,2763.83175,0
"18","Anand","Gujarat",1925,2272.27,3072.033,1925,2304.02475,1
"19","Anantapur","Andhra Pradesh",1925,4374.63,4084.212,1925,3063.159,0
"20","Anantnag (Kashmir South)","Jammu and Kashmir",1925,6604.4,6795.782,1925,5096.8365,0
"21","Andaman Islands","Andaman and Nicobar",1925,994.27,1020.063,1925,765.04725,0
"22","Angul","Orissa",1925,7202.79,6536.079,1925,4902.05925,0
"23","Araria","Bihar",1925,5411.01,5415.199,1925,4061.39925,0
"24","Ariyalur","Tamil Nadu",1925,4881.67,4616.443,1925,3462.33225,0
"25","Auraiya","Uttar Pradesh",1925,3778.32,3742.662,1925,2806.9965,0
"26","Aurangabad (Bihar)","Bihar",1925,5500.25,5733.02,1925,4299.765,0
"27","Aurangabad (Maharashtra)","Maharashtra",1925,3647.03,3857.167,1925,2892.87525,0
"28","Azamgarh","Uttar Pradesh",1925,4879.55,4883.557,1925,3662.66775,0
"29","Badaun","Uttar Pradesh",1925,3837.66,3790.955,1925,2843.21625,0
"30","Bagalkot","Karnataka",1925,5546.95,5412.857,1925,4059.64275,0
"31","Bagdam","Jammu and Kashmir",1925,7935.92,7772.869,1925,5829.65175,0
"32","Bageshwar","Uttaranchal",1925,6937.44,6567.099,1925,4925.32425,0
"33","Baghpat","Uttar Pradesh",1925,2919.51,2931.103,1925,2198.32725,0
"34","Bahraich","Uttar Pradesh",1925,4877.67,4671.565,1925,3503.67375,0
"35","Balaghat","Madhya Pradesh",1925,6318.33,6160.602,1925,4620.4515,0
"36","Baleshwar","Orissa",1925,7571.4,6986.361,1925,5239.77075,0
"37","Ballia","Uttar Pradesh",1925,4559.99,4744.509,1925,3558.38175,0
