"","District.ID","State.ID","Year.x","Annual.Rainfall","Ten.Year.MA.AR","Year.y","Ten.Year.MA.AR.75","Drought"
"1","Adilabad","Andhra Pradesh",1927,5369.1,5079.677,1927,3809.75775,0
"2","Agra","Uttar Pradesh",1927,4065.42,3733.597,1927,2800.19775,0
"3","Ahmadabad","Gujarat",1927,3025.36,2392.752,1927,1794.564,0
"4","Ahmednagar","Maharashtra",1927,5083.82,5173.545,1927,3880.15875,0
"5","Aizawl","Mizoram",1927,10508.99,10386.98,1927,7790.235,0
"6","Ajmer","Rajasthan",1927,3654.3,3095.18,1927,2321.385,0
"7","Akola","Maharashtra",1927,4457.36,4580.874,1927,3435.6555,0
"8","Alappuzha","Kerala",1927,1.35,1.441,1927,1.08075,0
"9","Aligarh","Uttar Pradesh",1927,3508.26,3478.904,1927,2609.178,0
"10","Allahabad","Uttar Pradesh",1927,5620.53,5323.72,1927,3992.79,0
"11","Almora","Uttaranchal",1927,4980.08,4735.94,1927,3551.955,0
"12","Alwar","Rajasthan",1927,3649.57,3351.805,1927,2513.85375,0
"13","Ambala","Haryana",1927,2688.85,2811.199,1927,2108.39925,0
"14","Ambedkar Nagar","Uttar Pradesh",1927,4803.34,4540.348,1927,3405.261,0
"15","Amravati","Maharashtra",1927,4552.24,4628.014,1927,3471.0105,0
"16","Amreli","Gujarat",1927,3459.84,2590.378,1927,1942.7835,0
"17","Amritsar","Punjab",1927,3303.64,3720.578,1927,2790.4335,0
"18","Anand","Gujarat",1927,3657.87,3071.892,1927,2303.919,0
"19","Anantapur","Andhra Pradesh",1927,3739.66,4125.459,1927,3094.09425,0
"20","Anantnag (Kashmir South)","Jammu and Kashmir",1927,5928.01,6718.601,1927,5038.95075,0
"21","Andaman Islands","Andaman and Nicobar",1927,974.96,1009.452,1927,757.089,0
"22","Angul","Orissa",1927,6634.46,6509.822,1927,4882.3665,0
"23","Araria","Bihar",1927,5421.52,5343.053,1927,4007.28975,0
"24","Ariyalur","Tamil Nadu",1927,3979.7,4621.314,1927,3465.9855,0
"25","Auraiya","Uttar Pradesh",1927,4038.64,3727.819,1927,2795.86425,0
"26","Aurangabad (Bihar)","Bihar",1927,5874.35,5693.038,1927,4269.7785,0
"27","Aurangabad (Maharashtra)","Maharashtra",1927,4148.45,4047.702,1927,3035.7765,0
"28","Azamgarh","Uttar Pradesh",1927,5053.94,4810.204,1927,3607.653,0
"29","Badaun","Uttar Pradesh",1927,3690.48,3731.422,1927,2798.5665,0
"30","Bagalkot","Karnataka",1927,5809.43,5657.831,1927,4243.37325,0
"31","Bagdam","Jammu and Kashmir",1927,6716.27,7757.696,1927,5818.272,0
"32","Bageshwar","Uttaranchal",1927,6823.62,6472.225,1927,4854.16875,0
"33","Baghpat","Uttar Pradesh",1927,2697.41,2908.219,1927,2181.16425,0
"34","Bahraich","Uttar Pradesh",1927,4856.9,4614.146,1927,3460.6095,0
"35","Balaghat","Madhya Pradesh",1927,6672.91,6348.825,1927,4761.61875,0
"36","Baleshwar","Orissa",1927,6652.16,6997.582,1927,5248.1865,0
"37","Ballia","Uttar Pradesh",1927,4845.28,4691.52,1927,3518.64,0
"38","Balrampur","Uttar Pradesh",1927,5076.05,4781.078,1927,3585.8085,0
"39","Banas Kantha","Gujarat",1927,2381.92,1744.992,1927,1308.744,0
"40","Banda","Uttar Pradesh",1927,5679.42,5243.334,1927,3932.5005,0
"41","Bangalore Rural","Karnataka",1927,4210.27,4836.792,1927,3627.594,0
"42","Bangalore Urban","Karnataka",1927,4218.44,4829.232,1927,3621.924,0
"43","Banka","Bihar",1927,6099.37,6177.759,1927,4633.31925,0
"44","Bankura","West Bengal",1927,6923.43,7115.174,1927,5336.3805,0
"45","Banswara","Rajasthan",1927,4241.11,3653.078,1927,2739.8085,0
"46","Bara Banki","Uttar Pradesh",1927,4684.66,4463.8,1927,3347.85,0
"47","Baragarh","Orissa",1927,6636.64,6350.29,1927,4762.7175,0
"48","Baramula (Kashmir North)","Jammu and Kashmir",1927,7005.68,8150.586,1927,6112.9395,0
"49","Baran","Rajasthan",1927,4388.82,3915.256,1927,2936.442,0
