"","District.ID","Ten.Year.Moving.Avg","Year"
"1","Adilabad",412.261416666667,1909
"2","Agra",297.680916666667,1909
"3","Ahmadabad",214.84875,1909
"4","Ahmednagar",415.267166666667,1909
"5","Aizawl",870.52925,1909
"6","Ajmer",239.426833333333,1909
"7","Akola",363.904166666667,1909
"8","Alappuzha",0.112083333333334,1909
"9","Aligarh",287.711166666666,1909
"10","Allahabad",423.12225,1909
"11","Almora",392.434916666667,1909
"12","Alwar",268.20675,1909
"13","Ambala",240.62325,1909
"14","Ambedkar Nagar",357.693583333333,1909
"15","Amravati",374.524166666667,1909
"16","Amreli",239.26675,1909
"17","Amritsar",327.34625,1909
"18","Anand",274.199583333333,1909
"19","Anantapur",344.609166666667,1909
"20","Anantnag (Kashmir South)",593.948166666666,1909
"21","Andaman Islands",85.0054166666667,1909
"22","Angul",513.3555,1909
"23","Araria",454.0025,1909
"24","Ariyalur",376.3145,1909
"25","Auraiya",290.2165,1909
"26","Aurangabad - Bihar",464.32975,1909
"27","Aurangabad - Maharashtra",314.748,1909
"28","Azamgarh",379.395416666667,1909
"29","Badaun",303.368916666667,1909
"30","Bagalkot",476.94375,1909
"31","Bagdam",664.53825,1909
"32","Bageshwar",541.245583333333,1909
"33","Baghpat",247.578666666667,1909
"34","Bahraich",372.968833333333,1909
"35","Balaghat",512.526083333333,1909
"36","Baleshwar",569.231333333333,1909
"37","Ballia",377.68225,1909
"38","Balrampur",384.95275,1909
"39","Banas Kantha",154.287333333333,1909
"40","Banda",400.514,1909
"41","Bangalore Rural",407.477416666667,1909
"42","Bangalore Urban",406.735666666667,1909
"43","Banka",510.92475,1909
"44","Bankura",585.214333333333,1909
"45","Banswara",303.623333333333,1909
"46","Bara Banki",354.082416666667,1909
"47","Baragarh",510.866,1909
"48","Baramula (Kashmir North)",686.312083333333,1909
"49","Baran",313.3255,1909
"50","Barddhaman",569.163583333333,1909
"51","Bareilly",305.218166666667,1909
"52","Barmer",143.786083333333,1909
"53","Barpeta",754.339416666667,1909
"54","Barwani",298.679833333333,1909
"55","Bastar",574.05675,1909
"56","Basti",342.421083333333,1909
"57","Bathinda",191.36325,1909
"58","Begusarai",425.859,1909
"59","Belgaum",643.699583333333,1909
"60","Bellary",405.35225,1909
"61","Betul",412.7485,1909
"62","Bhabua",455.662583333333,1909
"63","Bhadrak",552.868916666667,1909
"64","Bhagalpur",469.81325,1909
"65","Bhandara",483.135083333333,1909
"66","Bharatpur",292.59475,1909
"67","Bharuch",359.36825,1909
"68","Bhavnagar",274.641416666667,1909
"69","Bhilwara",267.18025,1909
"70","Bhind",311.546583333333,1909
"71","Bhiwani",216.894166666667,1909
"72","Bhojpur",418.901416666666,1909
"73","Bhopal",355.637916666667,1909
"74","Bid",294.89375,1909
"75","Bidar",360.633333333333,1909
"76","Bijapur",352.914833333334,1909
"77","Bijnor",294.809916666667,1909
"78","Bikaner",153.370416666667,1909
"79","Bilaspur",298.62725,1909
"80","Birbhum",565.333166666667,1909
"81","Bishnupur",870.561916666667,1909
"82","Bokaro",574.89475,1909
"83","Bolangir",507.288666666667,1909
"84","Boudh",502.6715,1909
"85","Bulandshahr",286.0795,1909
"86","Buldana",348.01925,1909
"87","Bundi",280.726833333333,1909
"88","Buxar",412.550666666667,1909
"89","Cachar",955.501666666667,1909
"90","Chamba",488.518,1909
"91","Chamoli",588.386666666667,1909
"92","Champawat",364.837666666667,1909
"93","Champhai",867.963416666666,1909
"94","Chamrajnagar",603.01425,1909
"95","Chandauli",449.8995,1909
"96","Chandel",882.643083333333,1909
