"","District.ID","State.ID","Year.x","Annual.Rainfall","Ten.Year.MA.AR","Year.y","Ten.Year.MA.AR.75","Drought"
"1","Adilabad","Andhra Pradesh",1935,5189.83,5491.404,1935,4118.553,0
"2","Agra","Uttar Pradesh",1935,3854.79,3789.213,1935,2841.90975,0
"3","Ahmadabad","Gujarat",1935,2404.97,2394.6,1935,1795.95,0
"4","Ahmednagar","Maharashtra",1935,5531.18,5508.859,1935,4131.64425,0
"5","Aizawl","Mizoram",1935,9872.95,10443.673,1935,7832.75475,0
"6","Ajmer","Rajasthan",1935,2947.92,3005.549,1935,2254.16175,0
"7","Akola","Maharashtra",1935,4865.5,5016.154,1935,3762.1155,0
"8","Alappuzha","Kerala",1935,1.29,1.359,1935,1.01925,0
"9","Aligarh","Uttar Pradesh",1935,3767.53,3539.388,1935,2654.541,0
"10","Allahabad","Uttar Pradesh",1935,5321.35,5464.712,1935,4098.534,0
"11","Almora","Uttaranchal",1935,4363.36,4827.776,1935,3620.832,0
"12","Alwar","Rajasthan",1935,3598.46,3305.119,1935,2478.83925,0
"13","Ambala","Haryana",1935,2686.21,2818.311,1935,2113.73325,0
"14","Ambedkar Nagar","Uttar Pradesh",1935,4659.11,4685.355,1935,3514.01625,0
"15","Amravati","Maharashtra",1935,4818.7,5084.449,1935,3813.33675,0
"16","Amreli","Gujarat",1935,2879.07,2627.825,1935,1970.86875,0
"17","Amritsar","Punjab",1935,3880.28,3515.816,1935,2636.862,0
"18","Anand","Gujarat",1935,3046.69,3140.805,1935,2355.60375,0
"19","Anantapur","Andhra Pradesh",1935,4101.02,4357.892,1935,3268.419,0
"20","Anantnag (Kashmir South)","Jammu and Kashmir",1935,7310.37,6713.685,1935,5035.26375,0
"21","Andaman Islands","Andaman and Nicobar",1935,1047.89,1041.049,1935,780.78675,0
"22","Angul","Orissa",1935,5409.06,6432.77,1935,4824.5775,0
"23","Araria","Bihar",1935,5204.38,5513.351,1935,4135.01325,0
"24","Ariyalur","Tamil Nadu",1935,4356.63,4410.22,1935,3307.665,0
"25","Auraiya","Uttar Pradesh",1935,3805.04,3813.847,1935,2860.38525,0
"26","Aurangabad (Bihar)","Bihar",1935,5801.71,5898.949,1935,4424.21175,0
"27","Aurangabad (Maharashtra)","Maharashtra",1935,4193.78,4373.375,1935,3280.03125,0
"28","Azamgarh","Uttar Pradesh",1935,4923.06,4992.414,1935,3744.3105,0
"29","Badaun","Uttar Pradesh",1935,3743.96,3809.199,1935,2856.89925,0
"30","Bagalkot","Karnataka",1935,6128.84,6230.939,1935,4673.20425,0
"31","Bagdam","Jammu and Kashmir",1935,8438.27,7370.336,1935,5527.752,0
"32","Bageshwar","Uttaranchal",1935,5896.49,6607.73,1935,4955.7975,0
"33","Baghpat","Uttar Pradesh",1935,3260.23,2974.772,1935,2231.079,0
"34","Bahraich","Uttar Pradesh",1935,4641.35,4752.938,1935,3564.7035,0
"35","Balaghat","Madhya Pradesh",1935,5894.58,6586.534,1935,4939.9005,0
"36","Baleshwar","Orissa",1935,5882.39,7050.587,1935,5287.94025,0
"37","Ballia","Uttar Pradesh",1935,4753.76,4880.229,1935,3660.17175,0
"38","Balrampur","Uttar Pradesh",1935,4801.97,4909.762,1935,3682.3215,0
"39","Banas Kantha","Gujarat",1935,1827.58,1715.574,1935,1286.6805,0
"40","Banda","Uttar Pradesh",1935,5353.85,5406.082,1935,4054.5615,0
"41","Bangalore Rural","Karnataka",1935,4705.72,4919.064,1935,3689.298,0
"42","Bangalore Urban","Karnataka",1935,4522.44,4871.421,1935,3653.56575,0
"43","Banka","Bihar",1935,6137.86,6310.93,1935,4733.1975,0
"44","Bankura","West Bengal",1935,6560.81,7186.751,1935,5390.06325,0
"45","Banswara","Rajasthan",1935,3457.28,3785.524,1935,2839.143,0
"46","Bara Banki","Uttar Pradesh",1935,4594.15,4573.686,1935,3430.2645,0
"47","Baragarh","Orissa",1935,5649.56,6364.173,1935,4773.12975,0
