"","District.ID","X","State.ID","Year.x","Annual.Rainfall","Ten.Year.MA.AR","Year.y","Ten.Year.MA.AR.75","Drought"
"129","Delhi",7673,"Delhi",1923,3180.95,2995.246,1923,2246.4345,0
"130","Deogarh",32867,"Orissa",1923,6087.63,6475.063,1923,4856.29725,0
"131","Deoghar",31337,"Jharkhand",1923,6416.92,6893.545,1923,5170.15875,0
"132","Deoria",17057,"Uttar Pradesh",1923,4551.13,4556.015,1923,3417.01125,0
"133","Dewas",39497,"Madhya Pradesh",1923,4170.42,4133.113,1923,3099.83475,0
"134","Dhalai",26033,"Tripura",1923,9400.58,9647.764,1923,7235.823,0
"135","Dhamtari",36845,"Chhattisgarh",1923,5699.24,6664.072,1923,4998.054,0
"136","Dhanbad",31847,"Jharkhand",1923,6621.88,7042.435,1923,5281.82625,0
"137","Dhar",39701,"Madhya Pradesh",1923,3806.96,4100.183,1923,3075.13725,0
"138","Dharmapuri",55511,"Tamil Nadu",1923,4149.46,4444.816,1923,3333.612,0
"139","Dharwad",51431,"Karnataka",1923,8462.42,8653.335,1923,6490.00125,0
"140","Dhaulpur",8489,"Rajasthan",1923,3744.75,3776.903,1923,2832.67725,0
"141","Dhemaji",27767,"Assam",1923,10095.93,10362.314,1923,7771.7355,0
"142","Dhenkanal",33887,"Orissa",1923,5905.22,6307.374,1923,4730.5305,0
"143","Dhuburi",26849,"Assam",1923,7536.85,8209.319,1923,6156.98925,0
"144","Dhule",44801,"Maharashtra",1923,3428.74,3895.536,1923,2921.652,0
"145","Dibrugarh",27971,"Assam",1923,9607.53,9933.566,1923,7450.1745,0
"146","Dindigul",56327,"Tamil Nadu",1923,7561.43,7490.081,1923,5617.56075,0
"147","Dindori",41333,"Madhya Pradesh",1923,6626.16,6663.184,1923,4997.388,0
"148","Doda",839,"Jammu and Kashmir",1923,6606.13,6114.584,1923,4585.938,0
"149","Dumka",31745,"Jharkhand",1923,6387.87,6839.283,1923,5129.46225,0
"150","Dungarpur",10427,"Rajasthan",1923,2901.51,3390.281,1923,2542.71075,0
"151","Durg",36539,"Chhattisgarh",1923,5469.91,6099.904,1923,4574.928,0
"152","East",22259,"Sikkim",1923,7629.12,8082.173,1923,6061.62975,0
"153","East Garo Hills",26339,"Meghalaya",1923,7950.74,8573.492,1923,6430.119,0
"154","East Godavari",49595,"Andhra Pradesh",1923,5411.3,5553.413,1923,4165.05975,0
"155","East Imphal",24809,"Manipur",1923,9485.07,10132.638,1923,7599.4785,0
"156","East Kameng",22565,"Arunachal Pradesh",1923,7578.89,7975.854,1923,5981.8905,0
"157","East Khasi Hills",26543,"Meghalaya",1923,9785.73,10475.168,1923,7856.376,0
"158","East Midnapore",30317,"West Bengal",1923,6756.9,7185.263,1923,5388.94725,0
"159","East Nimar",40109,"Madhya Pradesh",1923,4230.63,4192.715,1923,3144.53625,0
"160","East Siang",22973,"Arunachal Pradesh",1923,11088.98,11455.853,1923,8591.88975,0
"161","Ernakulam",54389,"Kerala",1923,3292.29,3314.359,1923,2485.76925,0
"162","Erode",56021,"Tamil Nadu",1923,6834.53,6557.072,1923,4917.804,0
"163","Etah",12671,"Uttar Pradesh",1923,3529.31,3727.475,1923,2795.60625,0
"164","Etawah",14099,"Uttar Pradesh",1923,3479.61,3713.933,1923,2785.44975,0
"165","Faizabad",15731,"Uttar Pradesh",1923,4250.02,4349.937,1923,3262.45275,0
"166","Faridabad",7571,"Haryana",1923,3360.51,3319.534,1923,2489.6505,0
"167","Faridkot",3797,"Punjab",1923,2435.73,2259.009,1923,1694.25675,0
"168","Farrukhabad",13895,"Uttar Pradesh",1923,3445.92,3699.114,1923,2774.3355,0
"169","Fatehabad",6653,"Haryana",1923,2362.43,2307.885,1923,1730.91375,0
"170","Fatehgarh Sahib",3287,"Punjab",1923,2635.74,2470.185,1923,1852.63875,0
"171","Fatehpur",15221,"Uttar Pradesh",1923,4680.35,4706.141,1923,3529.60575,0
"172","Firozabad",12569,"Uttar Pradesh",1923,3428.91,3657.758,1923,2743.3185,0
"173","Firozpur",3593,"Punjab",1923,2685.83,2447.712,1923,1835.784,0
"174","Gadag",51329,"Karnataka",1923,6348.54,6779.546,1923,5084.6595,0
"175","Gajapati",34499,"Orissa",1923,5421.83,5552.687,1923,4164.51525,0
"176","Gandhinagar",42353,"Gujarat",1923,2087,2806.5,1923,2104.875,1
"177","Ganganagar",7775,"Rajasthan",1923,2267.38,2152.472,1923,1614.354,0
"178","Ganjam",34397,"Orissa",1923,5832.68,5979.094,1923,4484.3205,0
"179","Garhchiroli",45821,"Maharashtra",1923,5286.16,5854.463,1923,4390.84725,0
"180","Garhwa",30725,"Jharkhand",1923,6862.01,6574.448,1923,4930.836,0
"181","Gautam Buddha Nagar",11957,"Uttar Pradesh",1923,3321.66,3362.547,1923,2521.91025,0
"182","Gaya",21647,"Bihar",1923,6090.16,6165.091,1923,4623.81825,0
"183","Ghaziabad",11855,"Uttar Pradesh",1923,3445.24,3331.384,1923,2498.538,0
"184","Ghazipur",17567,"Uttar Pradesh",1923,5128.71,5058.62,1923,3793.965,0
"185","Giridih",31235,"Jharkhand",1923,6278.8,6637.19,1923,4977.8925,0
"186","Goalpara",26951,"Assam",1923,8080.65,8622.489,1923,6466.86675,0
"187","Godda",31439,"Jharkhand",1923,5864.34,6314.844,1923,4736.133,0
"188","Golaghat",28277,"Assam",1923,7394.89,7797.883,1923,5848.41225,0
"189","Gonda",16343,"Uttar Pradesh",1923,4420.2,4547.53,1923,3410.6475,0
"190","Gondiya",45719,"Maharashtra",1923,5690.77,6146.636,1923,4609.977,0
"191","Gopalganj",19607,"Bihar",1923,4414.66,4487.366,1923,3365.5245,0
"192","Gorakhpur",16853,"Uttar Pradesh",1923,4619.29,4628.779,1923,3471.58425,0
"193","Greater Bombay",46841,"Maharashtra",1923,0,0,1923,0,0
"194","Gulbarga",50921,"Karnataka",1923,3167.89,3619.07,1923,2714.3025,0
"195","Gumla",32255,"Jharkhand",1923,7196.37,7250.544,1923,5437.908,0
"196","Guna",37865,"Madhya Pradesh",1923,4754.28,4312.528,1923,3234.396,0
"197","Guntur",49901,"Andhra Pradesh",1923,3881.81,4160.32,1923,3120.24,0
"198","Gurdaspur",2573,"Punjab",1923,4328.71,3977.348,1923,2983.011,0
"199","Gurgaon",7469,"Haryana",1923,3311.32,3245.018,1923,2433.7635,0
"200","Gwalior",37559,"Madhya Pradesh",1923,4409.07,4228.701,1923,3171.52575,0
"201","Hailakandi",28787,"Assam",1923,10271.18,10826.61,1923,8119.9575,0
"202","Hamirpur",1961,"Himachal Pradesh",1923,4072.26,4263.897,1923,3197.92275,0
"203","Hamirpur",14813,"Uttar Pradesh",1923,4781.57,4263.897,1923,3197.92275,0
"204","Hanumangarh",7877,"Rajasthan",1923,2257.94,2206.895,1923,1655.17125,0
"205","Haora",30419,"West Bengal",1923,6335.47,6731.763,1923,5048.82225,0
"206","Harda",40823,"Madhya Pradesh",1923,4514.58,4437.718,1923,3328.2885,0
"207","Hardoi",13487,"Uttar Pradesh",1923,3656.19,3892.347,1923,2919.26025,0
"208","Haridwar",5633,"Uttaranchal",1923,3534.62,3414.932,1923,2561.199,0
"209","Hassan",52859,"Karnataka",1923,9755.52,9799.548,1923,7349.661,0
"210","Hathras",12263,"Uttar Pradesh",1923,3426.7,3535.042,1923,2651.2815,0
"211","Haveri",51635,"Karnataka",1923,8877.15,8932.594,1923,6699.4455,0
"212","Hazaribag",31031,"Jharkhand",1923,7121.17,7272.925,1923,5454.69375,0
"213","Hingoli",46229,"Maharashtra",1923,4019.68,4113.256,1923,3084.942,0
"214","Hisar",6857,"Haryana",1923,2532.35,2444.894,1923,1833.6705,0
"215","Hoshangabad",40925,"Madhya Pradesh",1923,5289.58,5154.731,1923,3866.04825,0
"216","Hoshiarpur",2981,"Punjab",1923,3155.74,2934.146,1923,2200.6095,0
"217","Hugli",30011,"West Bengal",1923,6475.1,6915.369,1923,5186.52675,0
"218","Hyderabad",48677,"Andhra Pradesh",1923,4250.04,4574.244,1923,3430.683,0
"219","Idukki",54491,"Kerala",1923,9415.23,9625.598,1923,7219.1985,0
"220","Indore",39803,"Madhya Pradesh",1923,3944.2,4021.672,1923,3016.254,0
"221","Jabalpur",41129,"Madhya Pradesh",1923,6212.26,5944.372,1923,4458.279,0
"222","Jagatsinghpur",33581,"Orissa",1923,6039.06,6128.661,1923,4596.49575,0
"223","Jaintia Hills",26645,"Meghalaya",1923,10295.89,11069.242,1923,8301.9315,0
"224","Jaipur",8897,"Rajasthan",1923,3206.31,2992.658,1923,2244.4935,0
"225","Jaisalmer",9305,"Rajasthan",1923,1389.25,1409.498,1923,1057.1235,0
"226","Jajpur",33785,"Orissa",1923,6387.3,6728.34,1923,5046.255,0
"227","Jalandhar",2879,"Punjab",1923,2782.99,2541.237,1923,1905.92775,0
"228","Jalaun",14507,"Uttar Pradesh",1923,4221.29,4209.062,1923,3156.7965,0
"229","Jalgaon",44903,"Maharashtra",1923,3478.54,3762.003,1923,2821.50225,0
"230","Jalna",46433,"Maharashtra",1923,3767.17,3752.862,1923,2814.6465,0
"231","Jalor",9509,"Rajasthan",1923,1579.02,1940.418,1923,1455.3135,0
"232","Jalpaiguri",28991,"West Bengal",1923,7680.44,8263.032,1923,6197.274,0
"233","Jammu",1247,"Jammu and Kashmir",1923,6569.16,5985.938,1923,4489.4535,0
"234","Jamnagar",42761,"Gujarat",1923,1333.61,2123.476,1923,1592.607,1
"235","Jamui",21851,"Bihar",1923,5803.21,6167.616,1923,4625.712,0
"236","Janjgir-Champa",36131,"Chhattisgarh",1923,5808.45,6162.985,1923,4622.23875,0
"237","Jashpur",35825,"Chhattisgarh",1923,6754.62,6767.736,1923,5075.802,0
"238","Jaunpur",17465,"Uttar Pradesh",1923,4916.93,4901.723,1923,3676.29225,0
"239","Jehanabad",21443,"Bihar",1923,5478.48,5572.591,1923,4179.44325,0
"240","Jhabua",39599,"Madhya Pradesh",1923,3594.82,4000.698,1923,3000.5235,0
"241","Jhajjar",7163,"Haryana",1923,2857.67,2714.928,1923,2036.196,0
"242","Jhalawar",10937,"Rajasthan",1923,4192.61,4058.067,1923,3043.55025,0
"243","Jhansi",14609,"Uttar Pradesh",1923,4769.77,4459.809,1923,3344.85675,0
"244","Jharsuguda",32663,"Orissa",1923,6267.25,6513.288,1923,4884.966,0
"245","Jhunjhunun",8183,"Rajasthan",1923,2658.41,2544.836,1923,1908.627,0
"246","Jind",6551,"Haryana",1923,2600.21,2531.378,1923,1898.5335,0
"247","Jodhpur",9203,"Rajasthan",1923,1985.25,1881.441,1923,1411.08075,0
"248","Jorhat",28175,"Assam",1923,7775.65,8046.713,1923,6035.03475,0
"249","Junagadh (Daman and Diu)",44393,"Daman and Diu",1923,0,0,1923,0,0
"250","Junagadh (Gujarat)",42965,"Gujarat",1923,1288.14,1941.073,1923,1455.80475,1
"251","Jyotiba Phule Nagar",11549,"Uttar Pradesh",1923,3583.37,3571.898,1923,2678.9235,0
"252","Kachchh",41843,"Gujarat",1923,1061.74,1594.808,1923,1196.106,1
"253","Kaithal",6143,"Haryana",1923,2618.52,2534.128,1923,1900.596,0
"254","Kalahandi",35111,"Orissa",1923,5895.62,6792.453,1923,5094.33975,0
"255","Kamrup",27155,"Assam",1923,9157.8,9715.774,1923,7286.8305,0
"256","Kancheepuram",55307,"Tamil Nadu",1923,4357.79,4631.177,1923,3473.38275,0
"257","Kandhamal",34601,"Orissa",1923,5772.64,6294.233,1923,4720.67475,0
"258","Kangra",1553,"Himachal Pradesh",1923,4577.66,4362.365,1923,3271.77375,0
"259","Kanker",36947,"Chhattisgarh",1923,5744.19,6679.363,1923,5009.52225,0
"260","Kannauj",13997,"Uttar Pradesh",1923,3421.42,3653.462,1923,2740.0965,0
"261","Kanniyakumari",58061,"Tamil Nadu",1923,441.49,484.511,1923,363.38325,0
"262","Kannur",53777,"Kerala",1923,1286.29,1248.332,1923,936.249,0
"263","Kanpur",14405,"Uttar Pradesh",1923,3841.95,4019.048,1923,3014.286,0
"264","Kanpur Dehat",14303,"Uttar Pradesh",1923,3796.33,3951.353,1923,2963.51475,0
"265","Kapurthala",2777,"Punjab",1923,2989.67,2694.133,1923,2020.59975,0
"266","Karaikal",58469,"Puducherry",1923,4344.33,4832.985,1923,3624.73875,0
"267","Karauli",8591,"Rajasthan",1923,3572.05,3523.439,1923,2642.57925,0
"268","Karbi Anglong",28379,"Assam",1923,8595.86,9327.624,1923,6995.718,0
"269","Kargil",737,"Jammu and Kashmir",1923,6323.96,6021.727,1923,4516.29525,0
"270","Karimganj",28685,"Assam",1923,10034.53,10513.982,1923,7885.4865,0
"271","Karimnagar",48473,"Andhra Pradesh",1923,4863.16,5007.269,1923,3755.45175,0
"272","Karnal",6245,"Haryana",1923,2823.95,2661.478,1923,1996.1085,0
"273","Karur",56429,"Tamil Nadu",1923,5908.03,5851.14,1923,4388.355,0
"274","Kasaragod",53675,"Kerala",1923,0,0,1923,0,0
"275","Kathua",1349,"Jammu and Kashmir",1923,5026.26,4658.19,1923,3493.6425,0
"276","Katihar",19097,"Bihar",1923,5429.14,6039.056,1923,4529.292,0
"277","Katni",41027,"Madhya Pradesh",1923,6274.05,5935.373,1923,4451.52975,0
"278","Kaushambi",15425,"Uttar Pradesh",1923,5236.19,5205.424,1923,3904.068,0
"279","Kavaratti",53573,"Lakshadweep",1923,2.33,2.353,1923,1.76475,0
"280","Kawardha",36335,"Chhattisgarh",1923,5938.43,6355.546,1923,4766.6595,0
"281","Kendrapara",33479,"Orissa",1923,6536.3,6700.056,1923,5025.042,0
"282","Keonjhar",33071,"Orissa",1923,6143.75,6607.893,1923,4955.91975,0
"283","Khagaria",20219,"Bihar",1923,4814.3,5185.356,1923,3889.017,0
"284","Khammam",49187,"Andhra Pradesh",1923,4378.53,4769.71,1923,3577.2825,0
"285","Kheda",43373,"Gujarat",1923,2452.58,3129.237,1923,2346.92775,0
"286","Khordha",34193,"Orissa",1923,5697.35,5865.223,1923,4398.91725,0
"287","Kinnaur",2471,"Himachal Pradesh",1923,7393.94,7373.567,1923,5530.17525,0
"288","Kishanganj",18893,"Bihar",1923,5629.16,6284.32,1923,4713.24,0
"289","Kochbihar",29093,"West Bengal",1923,7225.69,7899.877,1923,5924.90775,0
"290","Kodagu",53063,"Karnataka",1923,7945.88,7741.46,1923,5806.095,0
"291","Koderma",31133,"Jharkhand",1923,6369.54,6587.439,1923,4940.57925,0
"292","Kohima",23993,"Nagaland",1923,9304.38,9887.146,1923,7415.3595,0
"293","Kokrajhar",26747,"Assam",1923,8364.41,8802.343,1923,6601.75725,0
"294","Kolar",52451,"Karnataka",1923,4150.15,4599.866,1923,3449.8995,0
"295","Kolasib",25217,"Mizoram",1923,9965.9,10538.66,1923,7903.995,0
"296","Kolhapur",48065,"Maharashtra",1923,6587.96,7223.097,1923,5417.32275,0
"297","Kolkata",30521,"West Bengal",1923,6280.39,6704.781,1923,5028.58575,0
"298","Kollam",54899,"Kerala",1923,2679.61,2971.716,1923,2228.787,0
"299","Koppal",51227,"Karnataka",1923,4071.93,4684.188,1923,3513.141,0
"300","Koraput",35417,"Orissa",1923,6261.63,7009.675,1923,5257.25625,0
"301","Korba",36029,"Chhattisgarh",1923,6027.39,6269.784,1923,4702.338,0
"302","Koriya",35621,"Chhattisgarh",1923,7038.97,6899.913,1923,5174.93475,0
"303","Kota",10733,"Rajasthan",1923,3813.09,3691.418,1923,2768.5635,0
"304","Kottayam",54593,"Kerala",1923,5268.17,5460.083,1923,4095.06225,0
"305","Kozhikode",53981,"Kerala",1923,1004.24,937.867,1923,703.40025,0
"306","Krishna",49799,"Andhra Pradesh",1923,4143.9,4341.266,1923,3255.9495,0
"307","Kullu",1757,"Himachal Pradesh",1923,6989.89,6740.082,1923,5055.0615,0
"308","Kupwara (Muzaffarabad)",23,"Jammu and Kashmir",1923,8229.5,7395.333,1923,5546.49975,0
"309","Kurnool",50309,"Andhra Pradesh",1923,2909.26,3428.137,1923,2571.10275,0
"310","Kurukshetra",6041,"Haryana",1923,2883.65,2710.548,1923,2032.911,0
"311","Kushinagar",16955,"Uttar Pradesh",1923,4562.74,4596.715,1923,3447.53625,0
"312","Ladakh (Leh)",635,"Jammu and Kashmir",1923,5841.97,5822.305,1923,4366.72875,0
"313","Lahul and Spiti",1655,"Himachal Pradesh",1923,7224.08,7044.161,1923,5283.12075,0
"314","Lakhimpur",27665,"Assam",1923,8436.59,8691.869,1923,6518.90175,0
"315","Lakhimpur Kheri",13283,"Uttar Pradesh",1923,3996.81,4306.681,1923,3230.01075,0
"316","Lakhisarai",20627,"Bihar",1923,5184.65,5506.127,1923,4129.59525,0
"317","Lalitpur",14711,"Uttar Pradesh",1923,4805.27,4346.825,1923,3260.11875,0
"318","Latur",47453,"Maharashtra",1923,3831.58,3962.92,1923,2972.19,0
"319","Lawngtlai",25625,"Mizoram",1923,11023.94,11361.696,1923,8521.272,0
"320","Lohardaga",32153,"Jharkhand",1923,7642.88,7588.568,1923,5691.426,0
"321","Lohit",23177,"Arunachal Pradesh",1923,10290.44,11087.695,1923,8315.77125,0
"322","Lower Subansiri",22667,"Arunachal Pradesh",1923,8381.91,8684.962,1923,6513.7215,0
"323","Lucknow",13691,"Uttar Pradesh",1923,4074.98,4187.213,1923,3140.40975,0
"324","Ludhiana",3389,"Punjab",1923,2460.17,2296.373,1923,1722.27975,0
"325","Lunglei",25523,"Mizoram",1923,10100.29,10579.965,1923,7934.97375,0
"326","Madhepura",19199,"Bihar",1923,4616.9,5054.244,1923,3790.683,0
"327","Madhubani",18587,"Bihar",1923,4558.55,5008.666,1923,3756.4995,0
"328","Madurai",57449,"Tamil Nadu",1923,6673.49,7026.274,1923,5269.7055,0
"329","Maharajganj",16751,"Uttar Pradesh",1923,4769.86,4852.759,1923,3639.56925,0
"330","Mahasamund",36743,"Chhattisgarh",1923,5485.32,6164.75,1923,4623.5625,0
"331","Mahbubnagar",48881,"Andhra Pradesh",1923,3398.86,3871.603,1923,2903.70225,0
"332","Mahe",58367,"Puducherry",1923,0,0,1923,0,0
"333","Mahendragarh",7265,"Haryana",1923,2940.34,2853.4,1923,2140.05,0
"334","Mahesana",42149,"Gujarat",1923,1790.83,2450.924,1923,1838.193,1
"335","Mahoba",14915,"Uttar Pradesh",1923,5181.61,4859.552,1923,3644.664,0
"336","Mainpuri",12773,"Uttar Pradesh",1923,3332.88,3616.259,1923,2712.19425,0
"337","Malappuram",54083,"Kerala",1923,4614.15,4305,1923,3228.75,0
"338","Maldah",29399,"West Bengal",1923,5996.96,6576.16,1923,4932.12,0
"339","Malkangiri",35519,"Orissa",1923,5782.17,6423.975,1923,4817.98125,0
"340","Mamit",25115,"Mizoram",1923,9741.74,10187.643,1923,7640.73225,0
"341","Mandi",1859,"Himachal Pradesh",1923,5108.1,4866.099,1923,3649.57425,0
"342","Mandla",41435,"Madhya Pradesh",1923,6362.57,6397.304,1923,4797.978,0
"343","Mandsaur",39089,"Madhya Pradesh",1923,4016.04,3952.416,1923,2964.312,0
"344","Mandya",52757,"Karnataka",1923,7568.98,7481.649,1923,5611.23675,0
"345","Mansa",4001,"Punjab",1923,2257.7,2223.405,1923,1667.55375,0
"346","Mathura",12365,"Uttar Pradesh",1923,3477.3,3498.318,1923,2623.7385,0
"347","Mau",17261,"Uttar Pradesh",1923,4836.11,4813.493,1923,3610.11975,0
"348","Mayurbhanj",33173,"Orissa",1923,6585.49,7107.269,1923,5330.45175,0
"349","Medak",48575,"Andhra Pradesh",1923,4450.45,4647.773,1923,3485.82975,0
"350","Meerut",11651,"Uttar Pradesh",1923,3502.69,3371.04,1923,2528.28,0
"351","Mirzapur",17975,"Uttar Pradesh",1923,5863.68,5772.688,1923,4329.516,0
"352","Moga",3491,"Punjab",1923,2298.23,2205.833,1923,1654.37475,0
"353","Mokokchung",23687,"Nagaland",1923,8086.49,8465.134,1923,6348.8505,0
"354","Mon",23483,"Nagaland",1923,8745.99,9175.694,1923,6881.7705,0
"355","Moradabad",11345,"Uttar Pradesh",1923,3578.1,3640.609,1923,2730.45675,0
"356","Morena",37355,"Madhya Pradesh",1923,3973.8,3946.524,1923,2959.893,0
"357","Muktsar",3695,"Punjab",1923,2389.41,2227.534,1923,1670.6505,0
"358","Mumbai",46943,"Maharashtra",1923,0,0,1923,0,0
"359","Munger",20525,"Bihar",1923,5094.33,5496.482,1923,4122.3615,0
"360","Murshidabad",29501,"West Bengal",1923,6179.04,6718.859,1923,5039.14425,0
"361","Muzaffarnagar",11141,"Uttar Pradesh",1923,3287.05,3130.268,1923,2347.701,0
"362","Muzaffarpur",19505,"Bihar",1923,4718.31,4979.623,1923,3734.71725,0
"363","Mysore",53165,"Karnataka",1923,9902.84,9490.547,1923,7117.91025,0
"364","Nabarangpur",35315,"Orissa",1923,6217.64,7355.933,1923,5516.94975,0
"365","Nadia",29807,"West Bengal",1923,6343.07,6810.482,1923,5107.8615,0
"366","Nagaon",27461,"Assam",1923,8891.81,9705.852,1923,7279.389,0
"367","Nagapattinam",56939,"Tamil Nadu",1923,4271.23,4723.2,1923,3542.4,0
"368","Nagaur",9101,"Rajasthan",1923,2505.46,2326.988,1923,1745.241,0
"369","Nagpur",45515,"Maharashtra",1923,4893.23,5190.886,1923,3893.1645,0
"370","Naini Tal",5429,"Uttaranchal",1923,3803.93,4003.632,1923,3002.724,0
"371","Nalanda",20831,"Bihar",1923,5421.17,5609.113,1923,4206.83475,0
"372","Nalbari",27257,"Assam",1923,8537.91,8889.572,1923,6667.179,0
"373","Nalgonda",48983,"Andhra Pradesh",1923,3731.3,4071.98,1923,3053.985,0
"374","Namakkal",55919,"Tamil Nadu",1923,4918.21,4866.676,1923,3650.007,0
"375","Nanded",46127,"Maharashtra",1923,4284.88,4333.046,1923,3249.7845,0
"376","Nandurbar",44699,"Maharashtra",1923,3492.54,4138.861,1923,3104.14575,0
"377","Narmada",43781,"Gujarat",1923,3415.96,4274.185,1923,3205.63875,0
"378","Narsinghpur",41231,"Madhya Pradesh",1923,5835.05,5608.388,1923,4206.291,0
"379","Nashik",46637,"Maharashtra",1923,4833.03,5417.965,1923,4063.47375,0
"380","Navsari",44189,"Gujarat",1923,2883.65,3599.706,1923,2699.7795,0
"381","Nawada",21749,"Bihar",1923,5805.22,6065.675,1923,4549.25625,0
"382","Nawan Shehar",3083,"Punjab",1923,2883.56,2670.649,1923,2002.98675,0
"383","Nayagarh",34091,"Orissa",1923,5832.93,6059.824,1923,4544.868,0
"384","Neemuch",38987,"Madhya Pradesh",1923,3757.63,3671.018,1923,2753.2635,0
"385","Nellore",50105,"Andhra Pradesh",1923,4374.25,4621.505,1923,3466.12875,0
"386","Nicobar Islands",58673,"Andaman and Nicobar",1923,0,0,1923,0,0
"387","Nilgiris",56123,"Tamil Nadu",1923,10739.71,9843.905,1923,7382.92875,0
"388","Nizamabad",48371,"Andhra Pradesh",1923,4461.09,4609.726,1923,3457.2945,0
"389","North 24 Parganas",29909,"West Bengal",1923,6436.62,6788.729,1923,5091.54675,0
"390","North Cachar Hills",28481,"Assam",1923,10802.54,11692.91,1923,8769.6825,0
"391","North Goa",53369,"Goa",1923,1673.17,1808.365,1923,1356.27375,0
"392","North Sikkim",21953,"Sikkim",1923,8998.85,9615.186,1923,7211.3895,0
"393","North Tripura",26135,"Tripura",1923,9754.87,10116.3,1923,7587.225,0
"394","Nuapada",35009,"Orissa",1923,5746.15,6760.263,1923,5070.19725,0
"395","Osmanabad",47555,"Maharashtra",1923,3353.94,3557.704,1923,2668.278,0
"396","Pakur",31643,"Jharkhand",1923,6227.57,6720.292,1923,5040.219,0
"397","Palakkad",54185,"Kerala",1923,7918.5,7427.725,1923,5570.79375,0
"398","Palamu",30827,"Jharkhand",1923,7283.41,7109.726,1923,5332.2945,0
"399","Pali",9713,"Rajasthan",1923,2525.92,2616.143,1923,1962.10725,0
"400","Panchkula",5735,"Haryana",1923,3354.8,3108.845,1923,2331.63375,0
"401","Panch Mahals",43475,"Gujarat",1923,3008.97,3608.453,1923,2706.33975,0
"402","Panipat",6347,"Haryana",1923,2799.81,2637.402,1923,1978.0515,0
"403","Panna",38171,"Madhya Pradesh",1923,5798.4,5415.964,1923,4061.973,0
"404","Parbhani",46331,"Maharashtra",1923,3816.24,3847.552,1923,2885.664,0
"405","Pashchim Champaran",18179,"Bihar",1923,4587.35,4711.928,1923,3533.946,0
"406","Pashchim Singhbhum",32357,"Jharkhand",1923,6756.14,7097.092,1923,5322.819,0
"407","Patan",42047,"Gujarat",1923,1293.73,1859.043,1923,1394.28225,1
"408","Patiala",4205,"Punjab",1923,2774.8,2613.213,1923,1959.90975,0
"409","Patna",20933,"Bihar",1923,5283.73,5449.246,1923,4086.9345,0
"410","Pattanamtitta",54797,"Kerala",1923,3973.65,4496.394,1923,3372.2955,0
"411","Pauri Garhwal",4919,"Uttaranchal",1923,4388.43,4317.1,1923,3237.825,0
