"","District.ID","Ten.Year.Moving.Avg","Year"
"1","Adilabad",400.779333333333,1908
"2","Agra",298.2555,1908
"3","Ahmadabad",205.215833333333,1908
"4","Ahmednagar",402.911166666667,1908
"5","Aizawl",871.8685,1908
"6","Ajmer",236.539166666667,1908
"7","Akola",352.863166666667,1908
"8","Alappuzha",0.111083333333334,1908
"9","Aligarh",286.732083333333,1908
"10","Allahabad",422.66925,1908
"11","Almora",389.770416666667,1908
"12","Alwar",266.5165,1908
"13","Ambala",239.05425,1908
"14","Ambedkar Nagar",357.070333333333,1908
"15","Amravati",364.236666666667,1908
"16","Amreli",226.799,1908
"17","Amritsar",313.352083333333,1908
"18","Anand",263.967083333333,1908
"19","Anantapur",341.401916666667,1908
"20","Anantnag (Kashmir South)",586.907,1908
"21","Andaman Islands",85.1556666666667,1908
"22","Angul",516.923,1908
"23","Araria",453.394416666666,1908
"24","Ariyalur",364.200333333333,1908
"25","Auraiya",291.081583333333,1908
"26","Aurangabad - Bihar",468.005666666667,1908
"27","Aurangabad - Maharashtra",304.800166666667,1908
"28","Azamgarh",379.900333333333,1908
"29","Badaun",303.619833333333,1908
"30","Bagalkot",465.477333333333,1908
"31","Bagdam",654.33575,1908
"32","Bageshwar",535.667333333333,1908
"33","Baghpat",245.516583333333,1908
"34","Bahraich",371.607666666667,1908
"35","Balaghat",508.102166666667,1908
"36","Baleshwar",573.531333333333,1908
"37","Ballia",378.377083333333,1908
"38","Balrampur",382.617583333333,1908
"39","Banas Kantha",146.455583333333,1908
"40","Banda",402.364416666667,1908
"41","Bangalore Rural",402.989,1908
"42","Bangalore Urban",399.991916666667,1908
"43","Banka",511.4565,1908
"44","Bankura",589.19925,1908
"45","Banswara",294.041916666667,1908
"46","Bara Banki",352.531083333333,1908
"47","Baragarh",510.57025,1908
"48","Baramula (Kashmir North)",676.849583333333,1908
"49","Baran",310.211166666667,1908
"50","Barddhaman",571.93625,1908
"51","Bareilly",306.18975,1908
"52","Barmer",138.612083333333,1908
"53","Barpeta",757.137166666667,1908
"54","Barwani",290.38325,1908
"55","Bastar",569.937,1908
"56","Basti",341.150083333333,1908
"57","Bathinda",185.7425,1908
"58","Begusarai",426.81275,1908
"59","Belgaum",626.96975,1908
"60","Bellary",402.049833333333,1908
"61","Betul",401.832916666667,1908
"62","Bhabua",457.456416666667,1908
"63","Bhadrak",557.467666666667,1908
"64","Bhagalpur",469.3855,1908
"65","Bhandara",476.905833333333,1908
"66","Bharatpur",292.006833333333,1908
"67","Bharuch",346.61275,1908
"68","Bhavnagar",262.845083333333,1908
"69","Bhilwara",262.4495,1908
"70","Bhind",313.8845,1908
"71","Bhiwani",213.233583333333,1908
"72","Bhojpur",421.001833333333,1908
"73","Bhopal",349.72675,1908
"74","Bid",287.14175,1908
"75","Bidar",352.418833333333,1908
"76","Bijapur",344.484166666667,1908
"77","Bijnor",294.70725,1908
"78","Bikaner",150.0765,1908
"79","Bilaspur",294.731166666667,1908
"80","Birbhum",567.08575,1908
"81","Bishnupur",874.246583333333,1908
"82","Bokaro",583.285916666667,1908
"83","Bolangir",505.633916666667,1908
"84","Boudh",503.540333333333,1908
"85","Bulandshahr",285.314833333333,1908
"86","Buldana",336.384416666667,1908
"87","Bundi",277.099,1908
"88","Buxar",414.228583333333,1908
"89","Cachar",959.108583333334,1908
"90","Chamba",480.748583333333,1908
"91","Chamoli",582.29675,1908
"92","Champawat",363.835583333333,1908
"93","Champhai",869.277583333333,1908
"94","Chamrajnagar",599.378833333333,1908
"95","Chandauli",450.98775,1908
"96","Chandel",885.73075,1908
"97","Chandigarh",245.091666666667,1908
"98","Chandrapur",419.397333333333,1908
"99","Changlang",926.1045,1908
"100","Chatra",555.599583333333,1908
"101","Chennai",377.911583333333,1908
"102","Chhatarpur",384.232916666667,1908
"103","Chhindwara",447.773083333333,1908
"104","Chikmagalur",797.248,1908
"105","Chitradurga",495.852666666667,1908
"106","Chitrakoot",436.192166666667,1908
"107","Chittaurgarh",288.977666666667,1908
"108","Chittoor",382.775416666667,1908
"109","Churachandpur",859.765333333333,1908
"110","Churu",177.060166666667,1908
"111","Coimbatore",778.479833333333,1908
"112","Cuddalore",358.76375,1908
"113","Cuddapah",336.188333333333,1908
"114","Cuttack",488.14275,1908
"115","Dadra and Nagar Haveli",464.998583333333,1908
"116","Dahod",304.141166666667,1908
"117","Dakshin Dinajpur",552.6695,1908
"118","Dakshin Kannad",228.9325,1908
"119","Daman",0,1908
"120","Damoh",407.68925,1908
"121","Dantewada",491.764083333333,1908
"122","Darbhanga",410.726583333333,1908
"123","Darjiling",628.201916666667,1908
"124","Darrang",761.127,1908
"125","Datia",331.435083333333,1908
"126","Dausa",251.006166666667,1908
"127","Davanagere",674.52525,1908
"128","Dehra Dun",328.410916666667,1908
"129","Delhi",251.033833333333,1908
"130","Deogarh",512.6175,1908
"131","Deoghar",559.84,1908
"132","Deoria",362.516166666667,1908
"133","Dewas",330.10275,1908
"134","Dhalai",805.5115,1908
"135","Dhamtari",550.684416666667,1908
"136","Dhanbad",572.575916666667,1908
"137","Dhar",320.62925,1908
"138","Dharmapuri",377.858333333334,1908
"139","Dharwad",741.445666666667,1908
"140","Dhaulpur",300.782833333333,1908
"141","Dhemaji",861.37925,1908
"142","Dhenkanal",502.801666666667,1908
"143","Dhuburi",701.772666666667,1908
"144","Dhule",308.55025,1908
"145","Dibrugarh",823.349333333333,1908
"146","Dindigul",606.950583333333,1908
"147","Dindori",536.200333333333,1908
"148","Doda",539.903083333333,1908
"149","Dumka",558.618833333333,1908
"150","Dungarpur",280.814083333333,1908
"151","Durg",505.4915,1908
"152","East",687.957083333333,1908
"153","East Garo Hills",735.108416666667,1908
"154","East Godavari",438.662416666667,1908
"155","East Imphal",867.268666666667,1908
"156","East Kameng",676.162333333333,1908
"157","East Khasi Hills",897.794166666667,1908
"158","East Midnapore",591.912916666667,1908
"159","East Nimar",334.31925,1908
"160","East Siang",955.212916666666,1908
"161","Ernakulam",259.938833333333,1908
"162","Erode",549.356333333333,1908
"163","Etah",299.007833333333,1908
"164","Etawah",291.684583333333,1908
"165","Faizabad",343.913916666667,1908
"166","Faridabad",275.461083333333,1908
"167","Faridkot",195.737583333333,1908
"168","Farrukhabad",293.747666666667,1908
"169","Fatehabad",195.9945,1908
"170","Fatehgarh Sahib",210.277416666667,1908
"171","Fatehpur",366.245583333333,1908
"172","Firozabad",295.144916666667,1908
"173","Firozpur",209.757333333333,1908
"174","Gadag",590.068333333333,1908
"175","Gajapati",426.016416666667,1908
"176","Gandhinagar",232.35,1908
"177","Ganganagar",179.391833333333,1908
