"","District.ID","State.ID","Year.x","Annual.Rainfall","Ten.Year.MA.AR","Year.y","Ten.Year.MA.AR.75","Drought"
"1","Adilabad","Andhra Pradesh",1908,4958.08,4809.352,1908,3607.014,0
"2","Agra","Uttar Pradesh",1908,4274.83,3579.066,1908,2684.2995,0
"3","Ahmadabad","Gujarat",1908,2853.41,2462.59,1908,1846.9425,0
"4","Ahmednagar","Maharashtra",1908,4554.65,4834.934,1908,3626.2005,0
"5","Aizawl","Mizoram",1908,9414.22,10462.422,1908,7846.8165,0
"6","Ajmer","Rajasthan",1908,4281.46,2838.47,1908,2128.8525,0
"7","Akola","Maharashtra",1908,4175.62,4234.358,1908,3175.7685,0
"8","Alappuzha","Kerala",1908,1.28,1.333,1908,0.99975,0
"9","Aligarh","Uttar Pradesh",1908,3906.13,3440.785,1908,2580.58875,0
"10","Allahabad","Uttar Pradesh",1908,4776.41,5072.031,1908,3804.02325,0
"11","Almora","Uttaranchal",1908,4429.26,4677.245,1908,3507.93375,0
"12","Alwar","Rajasthan",1908,4112.92,3198.198,1908,2398.6485,0
"13","Ambala","Haryana",1908,3241.26,2868.651,1908,2151.48825,0
"14","Ambedkar Nagar","Uttar Pradesh",1908,4150.63,4284.844,1908,3213.633,0
"15","Amravati","Maharashtra",1908,4512.2,4370.84,1908,3278.13,0
"16","Amreli","Gujarat",1908,3132.41,2721.588,1908,2041.191,0
"17","Amritsar","Punjab",1908,4175.36,3760.225,1908,2820.16875,0
"18","Anand","Gujarat",1908,3596.19,3167.605,1908,2375.70375,0
"19","Anantapur","Andhra Pradesh",1908,3700.93,4096.823,1908,3072.61725,0
"20","Anantnag (Kashmir South)","Jammu and Kashmir",1908,7752.28,7042.884,1908,5282.163,0
"21","Andaman Islands","Andaman and Nicobar",1908,1111.14,1021.868,1908,766.401,0
"22","Angul","Orissa",1908,6272.41,6203.076,1908,4652.307,0
"23","Araria","Bihar",1908,4794.8,5440.733,1908,4080.54975,0
"24","Ariyalur","Tamil Nadu",1908,4190.4,4370.404,1908,3277.803,0
"25","Auraiya","Uttar Pradesh",1908,3741.49,3492.979,1908,2619.73425,0
"26","Aurangabad (Bihar)","Bihar",1908,5231.11,5616.068,1908,4212.051,0
"27","Aurangabad (Maharashtra)","Maharashtra",1908,3323.48,3657.602,1908,2743.2015,0
"28","Azamgarh","Uttar Pradesh",1908,4449.43,4558.804,1908,3419.103,0
"29","Badaun","Uttar Pradesh",1908,3805.47,3643.438,1908,2732.5785,0
"30","Bagalkot","Karnataka",1908,5308.72,5585.728,1908,4189.296,0
"31","Bagdam","Jammu and Kashmir",1908,8942.03,7852.029,1908,5889.02175,0
"32","Bageshwar","Uttaranchal",1908,5951.5,6428.008,1908,4821.006,0
"33","Baghpat","Uttar Pradesh",1908,3307.25,2946.199,1908,2209.64925,0
"34","Bahraich","Uttar Pradesh",1908,4149.87,4459.292,1908,3344.469,0
"35","Balaghat","Madhya Pradesh",1908,6314.51,6097.226,1908,4572.9195,0
"36","Baleshwar","Orissa",1908,7064.2,6882.376,1908,5161.782,0
"37","Ballia","Uttar Pradesh",1908,4307.15,4540.525,1908,3405.39375,0
"38","Balrampur","Uttar Pradesh",1908,4336.96,4591.411,1908,3443.55825,0
"39","Banas Kantha","Gujarat",1908,2172.88,1757.467,1908,1318.10025,0
"40","Banda","Uttar Pradesh",1908,4773.99,4828.373,1908,3621.27975,0
"41","Bangalore Rural","Karnataka",1908,4276.72,4835.868,1908,3626.901,0
"42","Bangalore Urban","Karnataka",1908,4308.51,4799.903,1908,3599.92725,0
"43","Banka","Bihar",1908,5748.77,6137.478,1908,4603.1085,0
"44","Bankura","West Bengal",1908,6997.49,7070.391,1908,5302.79325,0
"45","Banswara","Rajasthan",1908,4169.64,3528.503,1908,2646.37725,0
"46","Bara Banki","Uttar Pradesh",1908,3939.04,4230.373,1908,3172.77975,0
"47","Baragarh","Orissa",1908,6127.42,6126.843,1908,4595.13225,0
"48","Baramula (Kashmir North)","Jammu and Kashmir",1908,9272.18,8122.195,1908,6091.64625,0
"49","Baran","Rajasthan",1908,4377.84,3722.534,1908,2791.9005,0
"50","Barddhaman","West Bengal",1908,6747.9,6863.235,1908,5147.42625,0
"51","Bareilly","Uttar Pradesh",1908,3669.8,3674.277,1908,2755.70775,0
"52","Barmer","Rajasthan",1908,2100.28,1663.345,1908,1247.50875,0
"53","Barpeta","Assam",1908,8257.12,9085.646,1908,6814.2345,0
"54","Barwani","Madhya Pradesh",1908,3521.57,3484.599,1908,2613.44925,0
"55","Bastar","Chhattisgarh",1908,6724.51,6839.244,1908,5129.433,0
"56","Basti","Uttar Pradesh",1908,3917.82,4093.801,1908,3070.35075,0
"57","Bathinda","Punjab",1908,2486.41,2228.91,1908,1671.6825,0
"58","Begusarai","Bihar",1908,4746.28,5121.753,1908,3841.31475,0
"59","Belgaum","Karnataka",1908,7652.9,7523.637,1908,5642.72775,0
