"","District.ID","State.ID","Year.x","Annual.Rainfall","Ten.Year.MA.AR","Year.y","Ten.Year.MA.AR.75","Drought"
"1","Adilabad","Andhra Pradesh",1905,4782.43,4975.963,1905,3731.97225,0
"2","Agra","Uttar Pradesh",1905,2880.87,3616.203,1905,2712.15225,0
"3","Ahmadabad","Gujarat",1905,1921.99,2400.461,1905,1800.34575,0
"4","Ahmednagar","Maharashtra",1905,4345.91,5067.324,1905,3800.493,0
"5","Aizawl","Mizoram",1905,11603.31,10287.221,1905,7715.41575,0
"6","Ajmer","Rajasthan",1905,1894.73,2876.639,1905,2157.47925,1
"7","Akola","Maharashtra",1905,4061.1,4357.481,1905,3268.11075,0
"8","Alappuzha","Kerala",1905,1.16,1.387,1905,1.04025,0
"9","Aligarh","Uttar Pradesh",1905,2875.89,3398.027,1905,2548.52025,0
"10","Allahabad","Uttar Pradesh",1905,4919.32,4999.459,1905,3749.59425,0
"11","Almora","Uttaranchal",1905,4208.33,4633.276,1905,3474.957,0
"12","Alwar","Rajasthan",1905,2356.8,3154.534,1905,2365.9005,1
"13","Ambala","Haryana",1905,2352.7,2752.484,1905,2064.363,0
"14","Ambedkar Nagar","Uttar Pradesh",1905,4270.68,4247.009,1905,3185.25675,0
"15","Amravati","Maharashtra",1905,4378.2,4420.17,1905,3315.1275,0
"16","Amreli","Gujarat",1905,2240.84,2683.397,1905,2012.54775,0
"17","Amritsar","Punjab",1905,3132.3,3578.59,1905,2683.9425,0
"18","Anand","Gujarat",1905,2426.88,3118.239,1905,2338.67925,0
"19","Anantapur","Andhra Pradesh",1905,3856.08,4305.037,1905,3228.77775,0
"20","Anantnag (Kashmir South)","Jammu and Kashmir",1905,6046.33,7002.644,1905,5251.983,0
"21","Andaman Islands","Andaman and Nicobar",1905,966.8,1053.401,1905,790.05075,0
"22","Angul","Orissa",1905,6606.76,6172.206,1905,4629.1545,0
"23","Araria","Bihar",1905,5469.64,5278.722,1905,3959.0415,0
"24","Ariyalur","Tamil Nadu",1905,4262.95,4513.601,1905,3385.20075,0
"25","Auraiya","Uttar Pradesh",1905,2911.89,3531.012,1905,2648.259,0
"26","Aurangabad","Bihar",1905,5616.05,4628.116,1905,3471.087,0
"27","Aurangabad","Maharashtra",1905,3192.23,4628.116,1905,3471.087,1
"28","Azamgarh","Uttar Pradesh",1905,4598.73,4513.329,1905,3384.99675,0
"29","Badaun","Uttar Pradesh",1905,3139.59,3609.64,1905,2707.23,0
"30","Bagalkot","Karnataka",1905,5367.29,5817.525,1905,4363.14375,0
"31","Bagdam","Jammu and Kashmir",1905,7061.04,7944.65,1905,5958.4875,0
"32","Bageshwar","Uttaranchal",1905,5779.72,6345.952,1905,4759.464,0
"33","Baghpat","Uttar Pradesh",1905,2434.25,2853.463,1905,2140.09725,0
"34","Bahraich","Uttar Pradesh",1905,4144.78,4411.096,1905,3308.322,0
"35","Balaghat","Madhya Pradesh",1905,6144.05,6020.532,1905,4515.399,0
"36","Baleshwar","Orissa",1905,7346.28,6858.147,1905,5143.61025,0
"37","Ballia","Uttar Pradesh",1905,4621.98,4446.919,1905,3335.18925,0
"38","Balrampur","Uttar Pradesh",1905,4375.9,4518.736,1905,3389.052,0
"39","Banas Kantha","Gujarat",1905,1319,1733.18,1905,1299.885,0
"40","Banda","Uttar Pradesh",1905,4158.27,4856.507,1905,3642.38025,0
"41","Bangalore Rural","Karnataka",1905,4577.99,5022.647,1905,3766.98525,0
"42","Bangalore Urban","Karnataka",1905,4736.42,4977.502,1905,3733.1265,0
"43","Banka","Bihar",1905,6160.19,5938.839,1905,4454.12925,0
"44","Bankura","West Bengal",1905,7477.27,6982.259,1905,5236.69425,0
"45","Banswara","Rajasthan",1905,2977.59,3563.195,1905,2672.39625,0
"46","Bara Banki","Uttar Pradesh",1905,4012.4,4217.801,1905,3163.35075,0
"47","Baragarh","Orissa",1905,6580.67,6068.067,1905,4551.05025,0
"48","Baramula (Kashmir North)","Jammu and Kashmir",1905,7563.68,8318.501,1905,6238.87575,0
"49","Baran","Rajasthan",1905,3200.06,3791.81,1905,2843.8575,0
"50","Barddhaman","West Bengal",1905,7335.94,6762.042,1905,5071.5315,0
"51","Bareilly","Uttar Pradesh",1905,3211.14,3653.553,1905,2740.16475,0
"52","Barmer","Rajasthan",1905,1190.91,1613.802,1905,1210.3515,1
"53","Barpeta","Assam",1905,9143.21,8890.197,1905,6667.64775,0
"54","Barwani","Madhya Pradesh",1905,3014.84,3578.186,1905,2683.6395,0
"55","Bastar","Chhattisgarh",1905,7483.52,6880.535,1905,5160.40125,0
"56","Basti","Uttar Pradesh",1905,4061.22,4045.945,1905,3034.45875,0
"57","Bathinda","Punjab",1905,1760.11,2105.66,1905,1579.245,0
"58","Begusarai","Bihar",1905,5004.63,4969.831,1905,3727.37325,0
"59","Belgaum","Karnataka",1905,6809.81,7743.803,1905,5807.85225,0
"60","Bellary","Karnataka",1905,4521.37,5065.781,1905,3799.33575,0
"61","Betul","Madhya Pradesh",1905,4851.6,4828.51,1905,3621.3825,0
"62","Bhabua","Bihar",1905,5586.03,5326.331,1905,3994.74825,0
