"","District.ID","Ten.Year.Moving.Avg","Year"
"1","Adilabad",408.758666666667,1907
"2","Agra",303.12375,1907
"3","Ahmadabad",204.0195,1907
"4","Ahmednagar",411.455333333333,1907
"5","Aizawl",868.221166666667,1907
"6","Ajmer",242.508916666667,1907
"7","Akola",355.49875,1907
"8","Alappuzha",0.11425,1907
"9","Aligarh",286.683083333333,1907
"10","Allahabad",417.52425,1907
"11","Almora",389.098,1907
"12","Alwar",267.284666666667,1907
"13","Ambala",233.669833333333,1907
"14","Ambedkar Nagar",352.5605,1907
"15","Amravati",365.13525,1907
"16","Amreli",233.7375,1907
"17","Amritsar",305.5415,1907
"18","Anand",264.656583333333,1907
"19","Anantapur",356.504583333333,1907
"20","Anantnag (Kashmir South)",585.7075,1907
"21","Andaman Islands",85.752,1907
"22","Angul",514.745666666666,1907
"23","Araria",448.3445,1907
"24","Ariyalur",366.864916666666,1907
"25","Auraiya",294.885333333333,1907
"26","Aurangabad",382.318041666667,1907
"27","Azamgarh",374.18075,1907
"28","Badaun",303.37125,1907
"29","Bagalkot",477.91725,1907
"30","Bagdam",660.730333333333,1907
"31","Bageshwar",532.482666666667,1907
"32","Baghpat",241.007083333333,1907
"33","Bahraich",367.7245,1907
"34","Balaghat",509.346916666667,1907
"35","Baleshwar",567.745833333333,1907
"36","Ballia",370.27625,1907
"37","Balrampur",377.5615,1907
"38","Banas Kantha",143.214833333333,1907
"39","Banda",405.476833333333,1907
"40","Bangalore Rural",419.00675,1907
"41","Bangalore Urban",414.523583333333,1907
"42","Banka",500.212333333333,1907
"43","Bankura",579.989833333333,1907
"44","Banswara",294.697666666667,1907
"45","Bara Banki",350.190833333333,1907
"46","Baragarh",510.872916666667,1907
"47","Baramula (Kashmir North)",687.9965,1907
"48","Baran",314.70775,1907
"49","Barddhaman",562.282666666667,1907
"50","Bareilly",306.302416666667,1907
"51","Barmer",134.003,1907
"52","Barpeta",754.82475,1907
"53","Barwani",292.536916666667,1907
"54","Bastar",577.021,1907
"55","Basti",336.823583333333,1907
"56","Bathinda",182.124583333333,1907
"57","Begusarai",417.657,1907
"58","Belgaum",639.82775,1907
"59","Bellary",417.428,1907
"60","Betul",403.759833333333,1907
"61","Bhabua",444.284833333333,1907
"62","Bhadrak",553.041166666667,1907
"63","Bhagalpur",460.858166666667,1907
"64","Bhandara",480.835333333333,1907
"65","Bharatpur",295.426,1907
"66","Bharuch",350.24775,1907
"67","Bhavnagar",268.85575,1907
"68","Bhilwara",267.660166666667,1907
"69","Bhind",319.46825,1907
"70","Bhiwani",210.759083333333,1907
"71","Bhojpur",410.38025,1907
"72","Bhopal",352.99675,1907
"73","Bid",295.197916666667,1907
"74","Bidar",365.13225,1907
"75","Bijapur",356.442666666667,1907
"76","Bijnor",292.704,1907
"77","Bikaner",148.5875,1907
"78","Bilaspur",289.793666666667,1907
"79","Birbhum",557.422333333333,1907
"80","Bishnupur",874.2015,1907
"81","Bokaro",568.619166666667,1907
"82","Bolangir",508.031083333333,1907
"83","Boudh",503.101416666667,1907
"84","Bulandshahr",283.004333333333,1907
"85","Buldana",340.321083333333,1907
"86","Bundi",281.32725,1907
"87","Buxar",403.271583333333,1907
"88","Cachar",956.290666666667,1907
"89","Chamba",468.119,1907
"90","Chamoli",576.847666666667,1907
"91","Champawat",362.547833333333,1907
"92","Champhai",866.69175,1907
"93","Chamrajnagar",616.944416666667,1907
"94","Chandauli",439.816583333333,1907
"95","Chandel",886.132083333333,1907
"96","Chandigarh",240.283333333334,1907
"97","Chandrapur",423.996416666667,1907
"98","Changlang",921.714916666667,1907
"99","Chatra",538.418,1907
"100","Chennai",389.872583333333,1907
"101","Chhatarpur",389.8095,1907
"102","Chhindwara",450.83225,1907
"103","Chikmagalur",817.0355,1907
"104","Chitradurga",513.793666666667,1907
"105","Chitrakoot",435.923333333333,1907
"106","Chittaurgarh",291.959833333333,1907
"107","Chittoor",400.475666666667,1907
"108","Churachandpur",859.071916666667,1907
"109","Churu",177.802416666667,1907
"110","Coimbatore",797.1065,1907
"111","Cuddalore",361.792666666667,1907
"112","Cuddapah",353.684416666666,1907
"113","Cuttack",486.514333333333,1907
"114","Dadra and Nagar Haveli",470.437333333333,1907
"115","Dahod",304.538666666667,1907
"116","Dakshin Dinajpur",545.921416666667,1907
"117","Dakshin Kannad",233.5045,1907
"118","Daman",0,1907
"119","Damoh",412.699583333333,1907
"120","Dantewada",501.852416666667,1907
"121","Darbhanga",403.809666666667,1907
"122","Darjiling",623.893916666667,1907
"123","Darrang",756.965583333333,1907
"124","Datia",338.1465,1907
"125","Dausa",254.850166666667,1907
"126","Davanagere",695.744916666667,1907
"127","Dehra Dun",322.746,1907
"128","Delhi",246.705916666667,1907
"129","Deogarh",509.47825,1907
"130","Deoghar",546.29425,1907
"131","Deoria",356.010916666667,1907
"132","Dewas",332.211416666667,1907
"133","Dhalai",800.105916666667,1907
"134","Dhamtari",555.37225,1907
"135","Dhanbad",559.458166666667,1907
"136","Dhar",323.078416666666,1907
"137","Dharmapuri",388.652916666667,1907
"138","Dharwad",758.536583333333,1907
"139","Dhaulpur",306.861333333333,1907
"140","Dhemaji",856.3435,1907
"141","Dhenkanal",500.554166666667,1907
"142","Dhuburi",698.126333333333,1907
"143","Dhule",312.114833333333,1907
"144","Dibrugarh",818.447916666667,1907
"145","Dindigul",621.6725,1907
"146","Dindori",533.029083333333,1907
"147","Doda",527.757833333333,1907
"148","Dumka",547.388083333333,1907
"149","Dungarpur",279.89375,1907
"150","Durg",508.9805,1907
"151","East",684.138916666667,1907
"152","East Garo Hills",731.025333333333,1907
