"","District.ID","State.ID","Year.x","Annual.Rainfall","Ten.Year.MA.AR","Year.y","Ten.Year.MA.AR.75","Drought"
"1","Adilabad","Andhra Pradesh",1938,6184.76,5151.383,1938,3863.53725,0
"2","Agra","Uttar Pradesh",1938,3553.2,3777.881,1938,2833.41075,0
"3","Ahmadabad","Gujarat",1938,2238.52,2359.394,1938,1769.5455,0
"4","Ahmednagar","Maharashtra",1938,6751.35,5299.459,1938,3974.59425,0
"5","Aizawl","Mizoram",1938,11540.93,10458.921,1938,7844.19075,0
"6","Ajmer","Rajasthan",1938,2701.25,2945.002,1938,2208.7515,0
"7","Akola","Maharashtra",1938,5450.01,4769.692,1938,3577.269,0
"8","Alappuzha","Kerala",1938,1.3,1.363,1938,1.02225,0
"9","Aligarh","Uttar Pradesh",1938,3426.42,3520.673,1938,2640.50475,0
"10","Allahabad","Uttar Pradesh",1938,5601.34,5430.335,1938,4072.75125,0
"11","Almora","Uttaranchal",1938,4798,4694.373,1938,3520.77975,0
"12","Alwar","Rajasthan",1938,2973.55,3240.177,1938,2430.13275,0
"13","Ambala","Haryana",1938,2353.82,2723.963,1938,2042.97225,0
"14","Ambedkar Nagar","Uttar Pradesh",1938,4798.55,4645.143,1938,3483.85725,0
"15","Amravati","Maharashtra",1938,5440.07,4853.758,1938,3640.3185,0
"16","Amreli","Gujarat",1938,2504.62,2526.43,1938,1894.8225,0
"17","Amritsar","Punjab",1938,2841.76,3450.196,1938,2587.647,0
"18","Anand","Gujarat",1938,2907.62,3073.891,1938,2305.41825,0
"19","Anantapur","Andhra Pradesh",1938,4048.1,4185.356,1938,3139.017,0
"20","Anantnag (Kashmir South)","Jammu and Kashmir",1938,6379.68,6542.004,1938,4906.503,0
"21","Andaman Islands","Andaman and Nicobar",1938,1098.8,1049.036,1938,786.777,0
"22","Angul","Orissa",1938,6422.69,6441.078,1938,4830.8085,0
"23","Araria","Bihar",1938,5844.22,5579.181,1938,4184.38575,0
"24","Ariyalur","Tamil Nadu",1938,4176.85,4489.855,1938,3367.39125,0
