"","District.ID","Ten.Year.Moving.Avg","Year"
"1","Adilabad",418.228583333333,1910
"2","Agra",303.692,1910
"3","Ahmadabad",214.584916666667,1910
"4","Ahmednagar",432.179,1910
"5","Aizawl",864.98525,1910
"6","Ajmer",242.831583333333,1910
"7","Akola",372.0825,1910
"8","Alappuzha",0.11475,1910
"9","Aligarh",292.1035,1910
"10","Allahabad",430.739083333333,1910
"11","Almora",399.44925,1910
"12","Alwar",273.123166666667,1910
"13","Ambala",243.965166666667,1910
"14","Ambedkar Nagar",362.490666666667,1910
"15","Amravati",379.3745,1910
"16","Amreli",241.288083333333,1910
"17","Amritsar",326.190083333333,1910
"18","Anand",276.451833333333,1910
"19","Anantapur",347.856083333333,1910
"20","Anantnag (Kashmir South)",590.593333333333,1910
"21","Andaman Islands",85.53825,1910
"22","Angul",516.436083333333,1910
"23","Araria",456.081916666667,1910
"24","Ariyalur",376.267083333333,1910
"25","Auraiya",297.6325,1910
"26","Aurangabad - Bihar",462.780916666667,1910
"27","Aurangabad - Maharashtra",328.215916666667,1910
"28","Azamgarh",382.910416666667,1910
"29","Badaun",307.3125,1910
"30","Bagalkot",483.518583333333,1910
"31","Bagdam",655.483416666667,1910
"32","Bageshwar",551.069666666667,1910
"33","Baghpat",251.277083333333,1910
"34","Bahraich",378.971416666667,1910
"35","Balaghat",514.592833333333,1910
"36","Baleshwar",570.236583333333,1910
"37","Ballia",377.614833333333,1910
"38","Balrampur",391.371083333334,1910
"39","Banas Kantha",153.34275,1910
"40","Banda",411.007416666667,1910
"41","Bangalore Rural",409.079083333333,1910
"42","Bangalore Urban",406.871083333333,1910
"43","Banka",511.801416666667,1910
"44","Bankura",583.41425,1910
"45","Banswara",305.23175,1910
"46","Bara Banki",359.846083333333,1910
"47","Baragarh",511.020333333333,1910
"48","Baramula (Kashmir North)",674.88125,1910
"49","Baran",319.020333333333,1910
"50","Barddhaman",566.010583333333,1910
"51","Bareilly",309.730166666667,1910
"52","Barmer",143.254583333333,1910
"53","Barpeta",762.926083333333,1910
"54","Barwani",304.782833333333,1910
"55","Bastar",576.776333333333,1910
"56","Basti",347.286833333333,1910
"57","Bathinda",192.7255,1910
"58","Begusarai",427.939166666667,1910
"59","Belgaum",654.549166666667,1910
"60","Bellary",408.633083333333,1910
"61","Betul",417.498333333333,1910
"62","Bhabua",455.832416666667,1910
"63","Bhadrak",555.222583333333,1910
"64","Bhagalpur",470.742583333333,1910
"65","Bhandara",484.416333333333,1910
"66","Bharatpur",297.382,1910
"67","Bharuch",362.639166666667,1910
"68","Bhavnagar",278.15725,1910
"69","Bhilwara",270.823416666667,1910
"70","Bhind",320.47325,1910
"71","Bhiwani",219.734,1910
"72","Bhojpur",417.929833333333,1910
"73","Bhopal",361.265083333333,1910
"74","Bid",307.339666666667,1910
"75","Bidar",370.915583333333,1910
"76","Bijapur",359.394833333334,1910
"77","Bijnor",298.337833333333,1910
"78","Bikaner",154.64275,1910
"79","Bilaspur",300.636083333333,1910
"80","Birbhum",562.976916666667,1910
"81","Bishnupur",867.476583333333,1910
"82","Bokaro",572.678416666667,1910
"83","Bolangir",508.563083333333,1910
"84","Boudh",504.973,1910
"85","Bulandshahr",290.7905,1910
"86","Buldana",357.526166666667,1910
"87","Bundi",286.32075,1910
"88","Buxar",412.095666666667,1910
"89","Cachar",952.963583333333,1910
"90","Chamba",491.167333333333,1910
"91","Chamoli",597.26225,1910
"92","Champawat",371.474583333333,1910
"93","Champhai",861.896333333333,1910
"94","Chamrajnagar",605.232333333333,1910
"95","Chandauli",451.5285,1910
"96","Chandel",878.285,1910
"97","Chandigarh",249.916666666667,1910
"98","Chandrapur",429.892,1910
"99","Changlang",932.6165,1910
"100","Chatra",543.926416666667,1910
"101","Chennai",395.985916666667,1910
"102","Chhatarpur",393.878583333333,1910
"103","Chhindwara",460.107583333333,1910
"104","Chikmagalur",803.4335,1910
"105","Chitradurga",499.580583333333,1910
"106","Chitrakoot",444.863166666667,1910
"107","Chittaurgarh",299.547583333333,1910
"108","Chittoor",396.634166666667,1910
"109","Churachandpur",852.919166666667,1910
"110","Churu",182.139666666667,1910
"111","Coimbatore",783.958833333333,1910
"112","Cuddalore",371.734,1910
"113","Cuddapah",347.803416666667,1910
"114","Cuttack",489.638583333333,1910
"115","Dadra and Nagar Haveli",491.32625,1910
"116","Dahod",315.163666666667,1910
"117","Dakshin Dinajpur",553.789833333333,1910
"118","Dakshin Kannad",231.869916666667,1910
"119","Daman",0,1910
"120","Damoh",417.58125,1910
"121","Dantewada",501.6345,1910
"122","Darbhanga",413.357333333333,1910
"123","Darjiling",632.044333333333,1910
"124","Darrang",766.109333333334,1910
"125","Datia",337.4075,1910
"126","Dausa",257.34875,1910
"127","Davanagere",678.5985,1910
"128","Dehra Dun",332.241166666667,1910
"129","Delhi",257.72225,1910
"130","Deogarh",508.46525,1910
"131","Deoghar",557.17725,1910
"132","Deoria",363.935583333333,1910
"133","Dewas",343.895916666667,1910
"134","Dhalai",800.175916666667,1910
"135","Dhamtari",553.529333333333,1910
"136","Dhanbad",565.94325,1910
"137","Dhar",335.793,1910
"138","Dharmapuri",385.210166666667,1910
"139","Dharwad",758.182583333333,1910
"140","Dhaulpur",307.819,1910
"141","Dhemaji",868.995583333333,1910
"142","Dhenkanal",502.295666666667,1910
"143","Dhuburi",705.873583333333,1910
"144","Dhule",327.847166666667,1910
"145","Dibrugarh",831.2665,1910
"146","Dindigul",616.276416666667,1910
"147","Dindori",544.425916666667,1910
"148","Doda",547.126833333333,1910
"149","Dumka",556.35075,1910
"150","Dungarpur",291.239583333333,1910
"151","Durg",508.633583333333,1910
"152","East",692.30625,1910
"153","East Garo Hills",738.870416666667,1910
"154","East Godavari",452.969583333333,1910
"155","East Imphal",861.05475,1910
"156","East Kameng",679.710583333333,1910
"157","East Khasi Hills",897.711416666667,1910
"158","East Midnapore",587.431416666666,1910
"159","East Nimar",350.775083333333,1910
"160","East Siang",963.720416666666,1910
"161","Ernakulam",267.513333333333,1910
"162","Erode",555.705,1910
"163","Etah",303.259166666666,1910
"164","Etawah",298.065666666667,1910
"165","Faizabad",351.9145,1910
"166","Faridabad",281.962833333333,1910
"167","Faridkot",202.875083333333,1910
"168","Farrukhabad",298.790083333333,1910
"169","Fatehabad",202.50425,1910
"170","Fatehgarh Sahib",214.881833333333,1910
"171","Fatehpur",373.156166666667,1910
"172","Firozabad",300.507083333333,1910
"173","Firozpur",218.730166666667,1910
"174","Gadag",602.26375,1910
"175","Gajapati",432.689916666667,1910
"176","Gandhinagar",240.975,1910
"177","Ganganagar",187.299833333333,1910
"178","Ganjam",472.274333333333,1910
"179","Garhchiroli",480.927333333333,1910
"180","Garhwa",519.218833333333,1910
"181","Gautam Buddha Nagar",285.931,1910
"182","Gaya",485.085,1910
"183","Ghaziabad",283.100583333333,1910
"184","Ghazipur",401.421333333333,1910
"185","Giridih",528.775083333333,1910
"186","Goalpara",744.4085,1910
"187","Godda",520.296416666667,1910
"188","Golaghat",654.74125,1910
"189","Gonda",370.393166666667,1910
"190","Gondiya",512.318416666667,1910
"191","Gopalganj",360.050916666667,1910
"192","Gorakhpur",369.413083333333,1910
"193","Greater Bombay",0,1910
"194","Gulbarga",319.227416666667,1910
"195","Gumla",564.968833333333,1910
"196","Guna",349.4695,1910
"197","Guntur",336.026583333334,1910
"198","Gurdaspur",351.193666666667,1910
"199","Gurgaon",273.9715,1910
"200","Gwalior",336.06175,1910
"201","Hailakandi",916.95475,1910
"202","Hamirpur",353.746291666667,1910
"203","Hanumangarh",189.133166666667,1910
"204","Haora",554.431666666667,1910
"205","Harda",373.65375,1910
"206","Hardoi",313.159916666667,1910
"207","Haridwar",282.12,1910
"208","Hassan",842.634583333333,1910
"209","Hathras",293.090083333333,1910
"210","Haveri",771.845666666667,1910
"211","Hazaribag",570.49925,1910
"212","Hingoli",367.899083333333,1910
"213","Hisar",213.81875,1910
"214","Hoshangabad",429.702416666667,1910
"215","Hoshiarpur",258.30575,1910
"216","Hugli",571.447666666667,1910
"217","Hyderabad",391.475666666667,1910
"218","Idukki",777.646666666667,1910
"219","Indore",328.710083333333,1910
"220","Jabalpur",475.575583333333,1910
"221","Jagatsinghpur",495.37625,1910
"222","Jaintia Hills",947.0625,1910
"223","Jaipur",246.015416666667,1910
"224","Jaisalmer",120.999,1910
"225","Jajpur",542.517833333333,1910
"226","Jalandhar",224.231416666667,1910
"227","Jalaun",333.193916666667,1910
"228","Jalgaon",314.448083333333,1910
"229","Jalna",326.451666666667,1910
"230","Jalor",164.826333333333,1910
"231","Jalpaiguri",708.11725,1910
"232","Jammu",528.7895,1910
"233","Jamnagar",201.1685,1910
"234","Jamui",495.3685,1910
"235","Janjgir-Champa",506.213,1910
"236","Jashpur",532.903833333333,1910
"237","Jaunpur",388.771166666667,1910
"238","Jehanabad",439.19125,1910
"239","Jhabua",334.541333333333,1910
"240","Jhajjar",230.819833333333,1910
"241","Jhalawar",335.23,1910
"242","Jhansi",350.84975,1910
"243","Jharsuguda",514.193583333333,1910
"244","Jhunjhunun",209.805416666667,1910
"245","Jind",222.104583333333,1910
"246","Jodhpur",156.1705,1910
"247","Jorhat",671.923916666667,1910
"248","Junagadh",89.574875,1910
"249","Jyotiba Phule Nagar",295.806166666667,1910
"250","Kachchh",144.767,1910
"251","Kaithal",221.444333333334,1910
"252","Kalahandi",542.652833333333,1910
"253","Kamrup",841.981916666667,1910
"254","Kancheepuram",384.854583333333,1910
"255","Kandhamal",493.211833333333,1910
"256","Kangra",387.966916666667,1910
"257","Kanker",550.843333333333,1910
"258","Kannauj",292.998166666667,1910
"259","Kanniyakumari",37.7776666666667,1910
"260","Kannur",104.949083333333,1910
"261","Kanpur",319.364083333333,1910
"262","Kanpur Dehat",313.547083333333,1910
"263","Kapurthala",238.047166666667,1910
"264","Karaikal",402.3025,1910
"265","Karauli",289.91625,1910
"266","Karbi Anglong",794.868583333333,1910
"267","Kargil",542.224083333333,1910
"268","Karimganj",888.022583333333,1910
"269","Karimnagar",421.705833333333,1910
"270","Karnal",227.148083333333,1910
"271","Karur",487.95275,1910
"272","Kasaragod",0,1910
"273","Kathua",412.799666666667,1910
"274","Katihar",507.101,1910
"275","Katni",472.60325,1910
"276","Kaushambi",414.802083333333,1910
"277","Kavaratti",0.190583333333333,1910
"278","Kawardha",525.66275,1910
"279","Kendrapara",544.634083333333,1910
"280","Keonjhar",528.281416666667,1910
"281","Khagaria",421.89925,1910
"282","Khammam",390.86025,1910
"283","Kheda",272.678666666667,1910
"284","Khordha",466.154416666667,1910
"285","Kinnaur",632.831583333333,1910
"286","Kishanganj",532.800166666667,1910
"287","Kochbihar",676.583333333333,1910
"288","Kodagu",655.68125,1910
"289","Koderma",519.973583333333,1910
"290","Kohima",835.3835,1910
"291","Kokrajhar",758.756583333333,1910
"292","Kolar",397.689166666666,1910
"293","Kolasib",889.682,1910
"294","Kolhapur",646.714666666667,1910
"295","Kolkata",555.088333333333,1910
"296","Kollam",233.430083333333,1910
"297","Koppal",418.303916666667,1910
"298","Koraput",560.5295,1910
"299","Korba",516.466083333333,1910
"300","Koriya",564.967083333333,1910
"301","Kota",304.225333333333,1910
"302","Kottayam",434.962083333333,1910
"303","Kozhikode",79.2635833333333,1910
"304","Krishna",347.977833333333,1910
"305","Kullu",590.509166666667,1910
"306","Kupwara (Muzaffarabad)",619.416666666667,1910
"307","Kurnool",292.501333333333,1910
"308","Kurukshetra",232.736166666667,1910
"309","Kushinagar",370.736,1910
"310","Ladakh (Leh)",507.581583333333,1910
"311","Lahul and Spiti",623.219,1910
"312","Lakhimpur",728.67425,1910
"313","Lakhimpur Kheri",349.434083333333,1910
"314","Lakhisarai",442.352,1910
"315","Lalitpur",343.431,1910
"316","Latur",356.594083333333,1910
"317","Lawngtlai",947.509916666667,1910
"318","Lohardaga",591.511083333333,1910
"319","Lohit",926.672083333333,1910
"320","Lower Subansiri",733.014416666667,1910
"321","Lucknow",335.512416666667,1910
"322","Ludhiana",200.826833333333,1910
"323","Lunglei",885.719833333334,1910
"324","Madhepura",416.068416666667,1910
"325","Madhubani",413.9925,1910
"326","Madurai",569.700916666667,1910
"327","Maharajganj",395.490583333333,1910
"328","Mahasamund",508.751666666667,1910
"329","Mahbubnagar",335.312416666667,1910
"330","Mahe",0,1910
"331","Mahendragarh",236.825,1910
"332","Mahesana",207.75325,1910
"333","Mahoba",383.28575,1910
"334","Mainpuri",295.471166666667,1910
"335","Malappuram",363.823583333333,1910
"336","Maldah",553.312833333333,1910
"337","Malkangiri",523.05325,1910
"338","Mamit",852.155666666667,1910
"339","Mandi",426.176666666667,1910
"340","Mandla",521.230583333333,1910
"341","Mandsaur",329.710416666667,1910
"342","Mandya",645.367,1910
"343","Mansa",196.17775,1910
"344","Mathura",292.548166666667,1910
"345","Mau",381.704416666667,1910
"346","Mayurbhanj",576.121666666667,1910
"347","Medak",402.564916666667,1910
"348","Meerut",283.973166666667,1910
"349","Mirzapur",462.392666666667,1910
"350","Moga",197.390583333333,1910
"351","Mokokchung",705.032833333333,1910
"352","Mon",763.601,1910
"353","Moradabad",297.69975,1910
"354","Morena",317.413666666667,1910
"355","Muktsar",198.013916666667,1910
"356","Mumbai",0,1910
"357","Munger",445.457666666667,1910
"358","Murshidabad",560.030416666667,1910
"359","Muzaffarnagar",263.024666666667,1910
"360","Muzaffarpur",403.167916666667,1910
"361","Mysore",815.61075,1910
"362","Nabarangpur",598.9695,1910
