"","District.ID","State.ID","Year.x","Annual.Rainfall","Ten.Year.MA.AR","Year.y","Ten.Year.MA.AR.75","Drought"
"1","Adilabad","Andhra Pradesh",1973,5401.13,5059.592,1973,3794.694,0
"2","Agra","Uttar Pradesh",1973,4001.32,3920.092,1973,2940.069,0
"3","Ahmadabad","Gujarat",1973,2923.9,2445.812,1973,1834.359,0
"4","Ahmednagar","Maharashtra",1973,5268.07,4927.389,1973,3695.54175,0
"5","Aizawl","Mizoram",1973,10564.99,10091.143,1973,7568.35725,0
"6","Ajmer","Rajasthan",1973,3661.76,3352.762,1973,2514.5715,0
"7","Akola","Maharashtra",1973,5107.42,4522.091,1973,3391.56825,0
"8","Alappuzha","Kerala",1973,1.28,1.415,1973,1.06125,0
"9","Aligarh","Uttar Pradesh",1973,3817.69,3720.598,1973,2790.4485,0
"10","Allahabad","Uttar Pradesh",1973,5075.62,5253.09,1973,3939.8175,0
"11","Almora","Uttaranchal",1973,4822.71,4826.765,1973,3620.07375,0
"12","Alwar","Rajasthan",1973,3587.82,3582.914,1973,2687.1855,0
"13","Ambala","Haryana",1973,3013.14,3042.465,1973,2281.84875,0
"14","Ambedkar Nagar","Uttar Pradesh",1973,4688.37,4480.209,1973,3360.15675,0
"15","Amravati","Maharashtra",1973,5147.32,4606.33,1973,3454.7475,0
"16","Amreli","Gujarat",1973,2758.34,2589.172,1973,1941.879,0
"17","Amritsar","Punjab",1973,4273.37,4086.913,1973,3065.18475,0
"18","Anand","Gujarat",1973,3845.63,3109.092,1973,2331.819,0
"19","Anantapur","Andhra Pradesh",1973,4652.53,4328.798,1973,3246.5985,0
"20","Anantnag (Kashmir South)","Jammu and Kashmir",1973,6275.4,7239.593,1973,5429.69475,0
"21","Andaman Islands","Andaman and Nicobar",1973,1034.96,1034.116,1973,775.587,0
"22","Angul","Orissa",1973,5949.67,6515.496,1973,4886.622,0
"23","Araria","Bihar",1973,5870.15,5470.457,1973,4102.84275,0
"24","Ariyalur","Tamil Nadu",1973,4113.51,4484.719,1973,3363.53925,0
"25","Auraiya","Uttar Pradesh",1973,3794.07,3742.406,1973,2806.8045,0
"26","Aurangabad (Bihar)","Bihar",1973,5591.3,5774.441,1973,4330.83075,0
"27","Aurangabad (Maharashtra)","Maharashtra",1973,4250.68,3856.291,1973,2892.21825,0
"28","Azamgarh","Uttar Pradesh",1973,4943.3,4748.13,1973,3561.0975,0
"29","Badaun","Uttar Pradesh",1973,3889.87,3874.72,1973,2906.04,0
"30","Bagalkot","Karnataka",1973,6369.57,6095.561,1973,4571.67075,0
"31","Bagdam","Jammu and Kashmir",1973,6938.59,8081.443,1973,6061.08225,0
"32","Bageshwar","Uttaranchal",1973,6699.63,6574.542,1973,4930.9065,0
"33","Baghpat","Uttar Pradesh",1973,3064.51,3251.097,1973,2438.32275,0
"34","Bahraich","Uttar Pradesh",1973,4763.13,4564.463,1973,3423.34725,0
"35","Balaghat","Madhya Pradesh",1973,6326.46,6142.979,1973,4607.23425,0
"36","Baleshwar","Orissa",1973,7016.41,7214.11,1973,5410.5825,0
"37","Ballia","Uttar Pradesh",1973,4784.55,4670.79,1973,3503.0925,0
"38","Balrampur","Uttar Pradesh",1973,4962.41,4710.624,1973,3532.968,0
"39","Banas Kantha","Gujarat",1973,2208.84,1786.53,1973,1339.8975,0
"40","Banda","Uttar Pradesh",1973,5223.47,5199.305,1973,3899.47875,0
"41","Bangalore Rural","Karnataka",1973,4802.66,4869.337,1973,3652.00275,0
"42","Bangalore Urban","Karnataka",1973,4585.17,4839.029,1973,3629.27175,0
"43","Banka","Bihar",1973,6544.69,6443.359,1973,4832.51925,0
"44","Bankura","West Bengal",1973,7649.51,7393.518,1973,5545.1385,0
"45","Banswara","Rajasthan",1973,4474.21,3820.574,1973,2865.4305,0
"46","Bara Banki","Uttar Pradesh",1973,4535.54,4395.691,1973,3296.76825,0
"47","Baragarh","Orissa",1973,5824.2,6308.863,1973,4731.64725,0
"48","Baramula (Kashmir North)","Jammu and Kashmir",1973,6857.93,8323.306,1973,6242.4795,0
"49","Baran","Rajasthan",1973,4168.78,4111.485,1973,3083.61375,0
"50","Barddhaman","West Bengal",1973,7788.79,7137.508,1973,5353.131,0
"51","Bareilly","Uttar Pradesh",1973,3819.77,3852.861,1973,2889.64575,0
"52","Barmer","Rajasthan",1973,1758.55,1731.175,1973,1298.38125,0
"53","Barpeta","Assam",1973,9683.5,9164.854,1973,6873.6405,0
"54","Barwani","Madhya Pradesh",1973,4541.26,3821.905,1973,2866.42875,0
"55","Bastar","Chhattisgarh",1973,5954.19,7010.091,1973,5257.56825,0
"56","Basti","Uttar Pradesh",1973,4501.65,4256.47,1973,3192.3525,0
"57","Bathinda","Punjab",1973,2331.72,2438.507,1973,1828.88025,0
"58","Begusarai","Bihar",1973,5539.54,5388.527,1973,4041.39525,0
"59","Belgaum","Karnataka",1973,8241.45,8121.531,1973,6091.14825,0
"60","Bellary","Karnataka",1973,5753.11,5107.55,1973,3830.6625,0
"61","Betul","Madhya Pradesh",1973,5618.23,5098.859,1973,3824.14425,0
"62","Bhabua","Bihar",1973,5476.39,5647.998,1973,4235.9985,0
"63","Bhadrak","Orissa",1973,6664.03,7006.381,1973,5254.78575,0
"64","Bhagalpur","Bihar",1973,6096.62,5859.182,1973,4394.3865,0
"65","Bhandara","Maharashtra",1973,5876.49,5738.663,1973,4303.99725,0
"66","Bharatpur","Rajasthan",1973,3963.41,3857.311,1973,2892.98325,0
"67","Bharuch","Gujarat",1973,4910.44,4070.335,1973,3052.75125,0
"68","Bhavnagar","Gujarat",1973,3300.63,3006.402,1973,2254.8015,0
"69","Bhilwara","Rajasthan",1973,4027.99,3670.219,1973,2752.66425,0
"70","Bhind","Madhya Pradesh",1973,4190.25,4117.209,1973,3087.90675,0
"71","Bhiwani","Haryana",1973,2703.43,2933.903,1973,2200.42725,0
"72","Bhojpur","Bihar",1973,5208.87,5200.994,1973,3900.7455,0
"73","Bhopal","Madhya Pradesh",1973,4756.87,4590.293,1973,3442.71975,0
"74","Bid","Maharashtra",1973,3627.26,3604.857,1973,2703.64275,0
"75","Bidar","Karnataka",1973,4434.67,4508.381,1973,3381.28575,0
"76","Bijapur","Karnataka",1973,4537.71,4571.169,1973,3428.37675,0
"77","Bijnor","Uttar Pradesh",1973,3653.13,3680.414,1973,2760.3105,0
"78","Bikaner","Rajasthan",1973,1725.96,1966.392,1973,1474.794,0
"79","Bilaspur","Chhattisgarh",1973,3752.32,3593.662,1973,2695.2465,0
"80","Birbhum","West Bengal",1973,7678.86,7090.6,1973,5317.95,0
"81","Bishnupur","Manipur",1973,10708.86,10165.469,1973,7624.10175,0
"82","Bokaro","Jharkhand",1973,7001.9,7267.915,1973,5450.93625,0
"83","Bolangir","Orissa",1973,5772.89,6242.51,1973,4681.8825,0
"84","Boudh","Orissa",1973,5753.79,6319.493,1973,4739.61975,0
"85","Bulandshahr","Uttar Pradesh",1973,3722.24,3703.073,1973,2777.30475,0
"86","Buldana","Maharashtra",1973,4870.71,4321.555,1973,3241.16625,0
"87","Bundi","Rajasthan",1973,3985.32,3829.093,1973,2871.81975,0
"88","Buxar","Bihar",1973,5091.29,5102.059,1973,3826.54425,0
"89","Cachar","Assam",1973,11747.24,11135.474,1973,8351.6055,0
"90","Chamba","Himachal Pradesh",1973,5660.77,5835.98,1973,4376.985,0
"91","Chamoli","Uttaranchal",1973,7181.8,7070.339,1973,5302.75425,0
"92","Champawat","Uttaranchal",1973,4491.87,4470.545,1973,3352.90875,0
"93","Champhai","Mizoram",1973,10486.08,10086.337,1973,7564.75275,0
"94","Chamrajnagar","Karnataka",1973,6549.8,6917.143,1973,5187.85725,0
"95","Chandauli","Uttar Pradesh",1973,5434.85,5581.594,1973,4186.1955,0
"96","Chandel","Manipur",1973,10803.98,10288.864,1973,7716.648,0
"97","Chandigarh","Chandigarh",1973,3119,3053,1973,2289.75,0
"98","Chandrapur","Maharashtra",1973,5407.16,5212.414,1973,3909.3105,0
"99","Changlang","Arunachal Pradesh",1973,11414.45,10977.384,1973,8233.038,0
"100","Chatra","Jharkhand",1973,6413.04,6892.443,1973,5169.33225,0
"101","Chennai","Tamil Nadu",1973,4496.94,4879.559,1973,3659.66925,0
"102","Chhatarpur","Madhya Pradesh",1973,5067.36,5129.857,1973,3847.39275,0
"103","Chhindwara","Madhya Pradesh",1973,5893.66,5539.157,1973,4154.36775,0
"104","Chikmagalur","Karnataka",1973,10456.09,9861.989,1973,7396.49175,0
"105","Chitradurga","Karnataka",1973,7052.63,6117.549,1973,4588.16175,0
"106","Chitrakoot","Uttar Pradesh",1973,5544.34,5583.763,1973,4187.82225,0
"107","Chittaurgarh","Rajasthan",1973,4347.56,3894.84,1973,2921.13,0
"108","Chittoor","Andhra Pradesh",1973,4580.57,4920.71,1973,3690.5325,0
"109","Churachandpur","Manipur",1973,10462.39,9968.342,1973,7476.2565,0
"110","Churu","Rajasthan",1973,2324.17,2443.322,1973,1832.4915,0
"111","Coimbatore","Tamil Nadu",1973,8629.43,9104.007,1973,6828.00525,0
"112","Cuddalore","Tamil Nadu",1973,4125.57,4461.875,1973,3346.40625,0
"113","Cuddapah","Andhra Pradesh",1973,4349.82,4494.307,1973,3370.73025,0
"114","Cuttack","Orissa",1973,5662.86,6152.108,1973,4614.081,0
"115","Dadra and Nagar Haveli","Dadra and Nagar Haveli",1973,6192.51,5447.976,1973,4085.982,0
"116","Dahod","Gujarat",1973,4698.75,3834.925,1973,2876.19375,0
"117","Dakshin Dinajpur","West Bengal",1973,7629.62,6713.995,1973,5035.49625,0
"118","Dakshin Kannad","Karnataka",1973,2824.73,2825.588,1973,2119.191,0
"119","Daman","Daman and Diu",1973,0,0,1973,0,0
"120","Damoh","Madhya Pradesh",1973,5488.77,5418.447,1973,4063.83525,0
"121","Dantewada","Chhattisgarh",1973,5163.09,6160.667,1973,4620.50025,0
"122","Darbhanga","Bihar",1973,5308.57,5102.064,1973,3826.548,0
"123","Darjiling","West Bengal",1973,8170.04,7443.182,1973,5582.3865,0
"124","Darrang","Assam",1973,9694.8,9102.028,1973,6826.521,0
"125","Datia","Madhya Pradesh",1973,4421.43,4366.552,1973,3274.914,0
"126","Dausa","Rajasthan",1973,3523.99,3424.293,1973,2568.21975,0
"127","Davanagere","Karnataka",1973,9587.89,8458.367,1973,6343.77525,0
"128","Dehra Dun","Uttaranchal",1973,4209.76,4091.952,1973,3068.964,0
"129","Delhi","Delhi",1973,3178.12,3364.316,1973,2523.237,0
"130","Deogarh","Orissa",1973,5928.1,6461.315,1973,4845.98625,0
"131","Deoghar","Jharkhand",1973,7032.41,7025.484,1973,5269.113,0
"132","Deoria","Uttar Pradesh",1973,4742.79,4469.004,1973,3351.753,0
"133","Dewas","Madhya Pradesh",1973,4866.98,4385.724,1973,3289.293,0
"134","Dhalai","Tripura",1973,9825.86,9331.814,1973,6998.8605,0
"135","Dhamtari","Chhattisgarh",1973,6055.01,6635.316,1973,4976.487,0
