"","Year","Day","Daily.Rainfall.Kausani","Month","Date"
"1","2000",1,"0","01",2000-01-01
"2","2000",2,"0","01",2000-01-02
"3","2000",3,"0","01",2000-01-03
"4","2000",4,"0","01",2000-01-04
"5","2000",5,"0","01",2000-01-05
"6","2000",6,"0","01",2000-01-06
"7","2000",7,"0","01",2000-01-07
"8","2000",8,"0","01",2000-01-08
"9","2000",9,"0","01",2000-01-09
"10","2000",10,"1.3","01",2000-01-10
"11","2000",11,"0.1","01",2000-01-11
"12","2000",12,"12.0","01",2000-01-12
"13","2000",13,"0.6","01",2000-01-13
"14","2000",14,"0","01",2000-01-14
"15","2000",15,"0","01",2000-01-15
"16","2000",16,"0","01",2000-01-16
"17","2000",17,"0","01",2000-01-17
"18","2000",18,"0","01",2000-01-18
"19","2000",19,"0","01",2000-01-19
"20","2000",20,"0","01",2000-01-20
"21","2000",21,"0","01",2000-01-21
"22","2000",22,"0","01",2000-01-22
"23","2000",23,"0","01",2000-01-23
"24","2000",24,"0","01",2000-01-24
"25","2000",25,"13.2","01",2000-01-25
"26","2000",26,"1.6","01",2000-01-26
"27","2000",27,"0","01",2000-01-27
"28","2000",28,"0","01",2000-01-28
"29","2000",29,"0","01",2000-01-29
"30","2000",30,"0","01",2000-01-30
"31","2000",31,"0.4","01",2000-01-31
"32","2000",1,"13.0","02",2000-02-01
"33","2000",2,"0","02",2000-02-02
"34","2000",3,"0","02",2000-02-03
"35","2000",4,"18.4","02",2000-02-04
"36","2000",5,"33","02",2000-02-05
"37","2000",6,"0","02",2000-02-06
"38","2000",7,"0","02",2000-02-07
"39","2000",8,"0","02",2000-02-08
"40","2000",9,"23.2","02",2000-02-09
"41","2000",10,"13.5","02",2000-02-10
"42","2000",11,"0","02",2000-02-11
"43","2000",12,"0","02",2000-02-12
"44","2000",13,"0","02",2000-02-13
"45","2000",14,"0","02",2000-02-14
"46","2000",15,"0","02",2000-02-15
"47","2000",16,"0","02",2000-02-16
"48","2000",17,"0","02",2000-02-17
"49","2000",18,"0","02",2000-02-18
"50","2000",19,"0","02",2000-02-19
"51","2000",20,"0","02",2000-02-20
"52","2000",21,"0","02",2000-02-21
"53","2000",22,"0","02",2000-02-22
"54","2000",23,"0","02",2000-02-23
"55","2000",24,"0","02",2000-02-24
"56","2000",25,"0","02",2000-02-25
"57","2000",26,"0","02",2000-02-26
"58","2000",27,"0","02",2000-02-27
"59","2000",28,"0","02",2000-02-28
"60","2000",29,"0","02",2000-02-29
"63","2000",1,"0","03",2000-03-01
"64","2000",2,"0","03",2000-03-02
"65","2000",3,"0","03",2000-03-03
"66","2000",4,"6.8","03",2000-03-04
"67","2000",5,"0.2","03",2000-03-05
"68","2000",6,"0","03",2000-03-06
"69","2000",7,"0.1","03",2000-03-07
"70","2000",8,"0","03",2000-03-08
"71","2000",9,"0","03",2000-03-09
"72","2000",10,"0","03",2000-03-10
"73","2000",11,"0","03",2000-03-11
"74","2000",12,"10.8","03",2000-03-12
"75","2000",13,"0","03",2000-03-13
"76","2000",14,"0","03",2000-03-14
"77","2000",15,"0","03",2000-03-15
"78","2000",16,"0","03",2000-03-16
"79","2000",17,"0","03",2000-03-17
"80","2000",18,"0.2","03",2000-03-18
"81","2000",19,"0","03",2000-03-19
"82","2000",20,"0","03",2000-03-20
"83","2000",21,"1.4","03",2000-03-21
"84","2000",22,"5.4","03",2000-03-22
"85","2000",23,"12.0","03",2000-03-23
"86","2000",24,"0","03",2000-03-24
"87","2000",25,"0","03",2000-03-25
"88","2000",26,"0","03",2000-03-26
"89","2000",27,"0","03",2000-03-27
"90","2000",28,"0","03",2000-03-28
"91","2000",29,"0","03",2000-03-29
"92","2000",30,"0","03",2000-03-30
"93","2000",31,"0","03",2000-03-31
"94","2000",1,"0","04",2000-04-01
"95","2000",2,"0","04",2000-04-02
"96","2000",3,"0","04",2000-04-03
"97","2000",4,"0","04",2000-04-04
"98","2000",5,"0","04",2000-04-05
"99","2000",6,"0","04",2000-04-06
"100","2000",7,"0","04",2000-04-07
"101","2000",8,"0","04",2000-04-08
"102","2000",9,"0","04",2000-04-09
"103","2000",10,"0","04",2000-04-10
"104","2000",11,"0","04",2000-04-11
"105","2000",12,"0","04",2000-04-12
"106","2000",13,"0","04",2000-04-13
"107","2000",14,"6.4","04",2000-04-14
"108","2000",15,"0","04",2000-04-15
"109","2000",16,"6.0","04",2000-04-16
"110","2000",17,"0","04",2000-04-17
"111","2000",18,"0","04",2000-04-18
"112","2000",19,"0","04",2000-04-19
"113","2000",20,"6.6","04",2000-04-20
"114","2000",21,"0","04",2000-04-21
"115","2000",22,"2.0","04",2000-04-22
"116","2000",23,"0","04",2000-04-23
"117","2000",24,"3.0","04",2000-04-24
"118","2000",25,"0","04",2000-04-25
"119","2000",26,"0","04",2000-04-26
"120","2000",27,"4.6","04",2000-04-27
"121","2000",28,"0","04",2000-04-28
"122","2000",29,"0","04",2000-04-29
"123","2000",30,"0","04",2000-04-30
"125","2000",1,"0","05",2000-05-01
"126","2000",2,"0","05",2000-05-02
"127","2000",3,"0","05",2000-05-03
"128","2000",4,"18.4","05",2000-05-04
"129","2000",5,"26.8","05",2000-05-05
"130","2000",6,"6.6","05",2000-05-06
"131","2000",7,"4.5","05",2000-05-07
"132","2000",8,"0.6","05",2000-05-08
"133","2000",9,"0","05",2000-05-09
"134","2000",10,"0","05",2000-05-10
"135","2000",11,"0","05",2000-05-11
"136","2000",12,"0","05",2000-05-12
"137","2000",13,"0","05",2000-05-13
"138","2000",14,"0","05",2000-05-14
"139","2000",15,"29.2","05",2000-05-15
"140","2000",16,"0","05",2000-05-16
"141","2000",17,"0","05",2000-05-17
"142","2000",18,"0","05",2000-05-18
"143","2000",19,"0","05",2000-05-19
"144","2000",20,"15.2","05",2000-05-20
"145","2000",21,"0","05",2000-05-21
"146","2000",22,"0","05",2000-05-22
"147","2000",23,"0","05",2000-05-23
"148","2000",24,"0","05",2000-05-24
"149","2000",25,"1.8","05",2000-05-25
"150","2000",26,"0","05",2000-05-26
"151","2000",27,"9.2","05",2000-05-27
"152","2000",28,"0","05",2000-05-28
"153","2000",29,"9.6","05",2000-05-29
"154","2000",30,"5.6","05",2000-05-30
"155","2000",31,"0","05",2000-05-31
"156","2000",1,"1.6","06",2000-06-01
"157","2000",2,"2.0","06",2000-06-02
"158","2000",3,"11.0","06",2000-06-03
"159","2000",4,"6.1","06",2000-06-04
"160","2000",5,"1.6","06",2000-06-05
"161","2000",6,"16.2","06",2000-06-06
"162","2000",7,"59.8","06",2000-06-07
"163","2000",8,"46.6","06",2000-06-08
"164","2000",9,"0.4","06",2000-06-09
"165","2000",10,"0","06",2000-06-10
"166","2000",11,"0","06",2000-06-11
"167","2000",12,"0","06",2000-06-12
"168","2000",13,"0","06",2000-06-13
"169","2000",14,"0","06",2000-06-14
"170","2000",15,"16.2","06",2000-06-15
"171","2000",16,"13.4","06",2000-06-16
"172","2000",17,"52.4","06",2000-06-17
"173","2000",18,"11.0","06",2000-06-18
"174","2000",19,"25.4","06",2000-06-19
"175","2000",20,"8.0","06",2000-06-20
"176","2000",21,"0","06",2000-06-21
"177","2000",22,"0","06",2000-06-22
"178","2000",23,"1.0","06",2000-06-23
"179","2000",24,"0","06",2000-06-24
"180","2000",25,"40.0","06",2000-06-25
"181","2000",26,"5.8","06",2000-06-26
"182","2000",27,"14.2","06",2000-06-27
"183","2000",28,"23.8","06",2000-06-28
"184","2000",29,"18.4","06",2000-06-29
"185","2000",30,"2.4","06",2000-06-30
"187","2000",1,"0.4","07",2000-07-01
"188","2000",2,"4.6","07",2000-07-02
"189","2000",3,"1.4","07",2000-07-03
"190","2000",4,"0","07",2000-07-04
"191","2000",5,"0","07",2000-07-05
"192","2000",6,"11.8","07",2000-07-06
"193","2000",7,"11.8","07",2000-07-07
"194","2000",8,"35.8","07",2000-07-08
"195","2000",9,"1.2","07",2000-07-09
"196","2000",10,"0","07",2000-07-10
"197","2000",11,"9.4","07",2000-07-11
"198","2000",12,"0.4","07",2000-07-12
"199","2000",13,"18.8","07",2000-07-13
"200","2000",14,"17.6","07",2000-07-14
"201","2000",15,"9.6","07",2000-07-15
"202","2000",16,"14.2","07",2000-07-16
"203","2000",17,"3.2","07",2000-07-17
"204","2000",18,"4.0","07",2000-07-18
"205","2000",19,"1.6","07",2000-07-19
"206","2000",20,"14.0","07",2000-07-20
"207","2000",21,"30.0","07",2000-07-21
"208","2000",22,"0","07",2000-07-22
"209","2000",23,"0","07",2000-07-23
"210","2000",24,"11.2","07",2000-07-24
"211","2000",25,"8.6","07",2000-07-25
"212","2000",26,"3.2","07",2000-07-26
"213","2000",27,"26.6","07",2000-07-27
"214","2000",28,"0.2","07",2000-07-28
"215","2000",29,"54.2","07",2000-07-29
"216","2000",30,"8.6","07",2000-07-30
"217","2000",31,"18.4","07",2000-07-31
"218","2000",1,"0","08",2000-08-01
"219","2000",2,"9.0","08",2000-08-02
"220","2000",3,"0","08",2000-08-03
"221","2000",4,"0","08",2000-08-04
"222","2000",5,"0","08",2000-08-05
