"","Year","Day","Daily.Rainfall.Kausani","Month","Date"
"1","1987",1,"0","01",1987-01-01
"2","1987",2,"0","01",1987-01-02
"3","1987",3,"0","01",1987-01-03
"4","1987",4,"0","01",1987-01-04
"5","1987",5,"0","01",1987-01-05
"6","1987",6,"0","01",1987-01-06
"7","1987",7,"0","01",1987-01-07
"8","1987",8,"0","01",1987-01-08
"9","1987",9,"0","01",1987-01-09
"10","1987",10,"0","01",1987-01-10
"11","1987",11,"0","01",1987-01-11
"12","1987",12,"0","01",1987-01-12
"13","1987",13,"0","01",1987-01-13
"14","1987",14,"0","01",1987-01-14
"15","1987",15,"0","01",1987-01-15
"16","1987",16,"20.4","01",1987-01-16
"17","1987",17,"0.8","01",1987-01-17
"18","1987",18,"0","01",1987-01-18
"19","1987",19,"0","01",1987-01-19
"20","1987",20,"0","01",1987-01-20
"21","1987",21,"0","01",1987-01-21
"22","1987",22,"0","01",1987-01-22
"23","1987",23,"0","01",1987-01-23
"24","1987",24,"0","01",1987-01-24
"25","1987",25,"0","01",1987-01-25
"26","1987",26,"0","01",1987-01-26
"27","1987",27,"0","01",1987-01-27
"28","1987",28,"0","01",1987-01-28
"29","1987",29,"0","01",1987-01-29
"30","1987",30,"0","01",1987-01-30
"31","1987",31,"0","01",1987-01-31
"32","1987",1,"6","02",1987-02-01
"33","1987",2,"0","02",1987-02-02
"34","1987",3,"1.6","02",1987-02-03
"35","1987",4,"0","02",1987-02-04
"36","1987",5,"0","02",1987-02-05
"37","1987",6,"0","02",1987-02-06
"38","1987",7,"0","02",1987-02-07
"39","1987",8,"0","02",1987-02-08
"40","1987",9,"0","02",1987-02-09
"41","1987",10,"0","02",1987-02-10
"42","1987",11,"0","02",1987-02-11
"43","1987",12,"0","02",1987-02-12
"44","1987",13,"0","02",1987-02-13
"45","1987",14,"0.6","02",1987-02-14
"46","1987",15,"14.4","02",1987-02-15
"47","1987",16,"32.6","02",1987-02-16
"48","1987",17,"6.0","02",1987-02-17
"49","1987",18,"3.2","02",1987-02-18
"50","1987",19,"0","02",1987-02-19
"51","1987",20,"0","02",1987-02-20
"52","1987",21,"0","02",1987-02-21
"53","1987",22,"0","02",1987-02-22
"54","1987",23,"0","02",1987-02-23
"55","1987",24,"1.6","02",1987-02-24
"56","1987",25,"0","02",1987-02-25
"57","1987",26,"0","02",1987-02-26
"58","1987",27,"9.6","02",1987-02-27
"59","1987",28,"0","02",1987-02-28
"63","1987",1,"0","03",1987-03-01
"64","1987",2,"0","03",1987-03-02
"65","1987",3,"0","03",1987-03-03
"66","1987",4,"0","03",1987-03-04
"67","1987",5,"0","03",1987-03-05
"68","1987",6,"0","03",1987-03-06
"69","1987",7,"1.2","03",1987-03-07
"70","1987",8,"0","03",1987-03-08
"71","1987",9,"1.2","03",1987-03-09
"72","1987",10,"0","03",1987-03-10
"73","1987",11,"0","03",1987-03-11
"74","1987",12,"0","03",1987-03-12
