"","Year","Day","Daily.Rainfall.Kausani","Month","Date"
"1","1997",1,"0","01",1997-01-01
"2","1997",2,"0","01",1997-01-02
"3","1997",3,"0","01",1997-01-03
"4","1997",4,"0","01",1997-01-04
"5","1997",5,"0","01",1997-01-05
"6","1997",6,"0","01",1997-01-06
"7","1997",7,"0","01",1997-01-07
"8","1997",8,"0","01",1997-01-08
"9","1997",9,"0","01",1997-01-09
"10","1997",10,"0","01",1997-01-10
"11","1997",11,"0","01",1997-01-11
"12","1997",12,"0","01",1997-01-12
"13","1997",13,"0","01",1997-01-13
"14","1997",14,"0","01",1997-01-14
"15","1997",15,"0","01",1997-01-15
"16","1997",16,"0","01",1997-01-16
"17","1997",17,"0","01",1997-01-17
"18","1997",18,"0","01",1997-01-18
"19","1997",19,"9.0","01",1997-01-19
"20","1997",20,"52.8","01",1997-01-20
"21","1997",21,"0","01",1997-01-21
"22","1997",22,"0","01",1997-01-22
"23","1997",23,"0","01",1997-01-23
"24","1997",24,"0","01",1997-01-24
"25","1997",25,"0","01",1997-01-25
"26","1997",26,"0","01",1997-01-26
"27","1997",27,"0","01",1997-01-27
"28","1997",28,"0","01",1997-01-28
"29","1997",29,"0","01",1997-01-29
"30","1997",30,"0","01",1997-01-30
"31","1997",31,"0","01",1997-01-31
"32","1997",1,"0","02",1997-02-01
"33","1997",2,"0.6","02",1997-02-02
"34","1997",3,"6.4","02",1997-02-03
"35","1997",4,"0","02",1997-02-04
"36","1997",5,"0","02",1997-02-05
"37","1997",6,"0","02",1997-02-06
"38","1997",7,"0","02",1997-02-07
"39","1997",8,"0","02",1997-02-08
"40","1997",9,"0","02",1997-02-09
"41","1997",10,"0","02",1997-02-10
"42","1997",11,"0","02",1997-02-11
"43","1997",12,"0","02",1997-02-12
"44","1997",13,"0","02",1997-02-13
"45","1997",14,"0","02",1997-02-14
"46","1997",15,"0","02",1997-02-15
"47","1997",16,"0","02",1997-02-16
"48","1997",17,"0","02",1997-02-17
"49","1997",18,"0","02",1997-02-18
"50","1997",19,"0","02",1997-02-19
"51","1997",20,"0","02",1997-02-20
"52","1997",21,"0","02",1997-02-21
"53","1997",22,"0","02",1997-02-22
"54","1997",23,"0","02",1997-02-23
"55","1997",24,"5.8","02",1997-02-24
"56","1997",25,"0","02",1997-02-25
"57","1997",26,"0","02",1997-02-26
"58","1997",27,"0","02",1997-02-27
"59","1997",28,"0","02",1997-02-28
"63","1997",1,"0","03",1997-03-01
"64","1997",2,"0","03",1997-03-02
"65","1997",3,"1.0","03",1997-03-03
"66","1997",4,"0","03",1997-03-04
"67","1997",5,"0","03",1997-03-05
"68","1997",6,"0","03",1997-03-06
"69","1997",7,"0","03",1997-03-07
"70","1997",8,"0","03",1997-03-08
"71","1997",9,"0","03",1997-03-09
"72","1997",10,"0","03",1997-03-10
"73","1997",11,"0","03",1997-03-11
"74","1997",12,"0","03",1997-03-12
"75","1997",13,"0","03",1997-03-13
"76","1997",14,"1.4","03",1997-03-14
"77","1997",15,"2.6","03",1997-03-15
"78","1997",16,"0","03",1997-03-16
"79","1997",17,"0","03",1997-03-17
"80","1997",18,"1.4","03",1997-03-18
"81","1997",19,"0.1","03",1997-03-19
"82","1997",20,"2.2","03",1997-03-20
"83","1997",21,"0.4","03",1997-03-21
"84","1997",22,"4.0","03",1997-03-22
"85","1997",23,"0","03",1997-03-23
"86","1997",24,"0","03",1997-03-24
"87","1997",25,"0","03",1997-03-25
"88","1997",26,"0","03",1997-03-26
"89","1997",27,"0","03",1997-03-27
"90","1997",28,"0.6","03",1997-03-28
"91","1997",29,"9.8","03",1997-03-29
"92","1997",30,"0","03",1997-03-30
"93","1997",31,"2.2","03",1997-03-31
"94","1997",1,"1.6","04",1997-04-01
"95","1997",2,"44.0","04",1997-04-02
"96","1997",3,"39.0","04",1997-04-03
"97","1997",4,"1.0","04",1997-04-04
"98","1997",5,"2.0","04",1997-04-05
"99","1997",6,"0","04",1997-04-06
"100","1997",7,"0","04",1997-04-07
"101","1997",8,"5.0","04",1997-04-08
"102","1997",9,"2.2","04",1997-04-09
"103","1997",10,"0","04",1997-04-10
"104","1997",11,"0","04",1997-04-11
"105","1997",12,"0.6","04",1997-04-12
"106","1997",13,"0","04",1997-04-13
"107","1997",14,"2.2","04",1997-04-14
"108","1997",15,"1.4","04",1997-04-15
"109","1997",16,"0","04",1997-04-16
"110","1997",17,"0","04",1997-04-17
"111","1997",18,"0","04",1997-04-18
"112","1997",19,"0","04",1997-04-19
"113","1997",20,"0","04",1997-04-20
"114","1997",21,"0","04",1997-04-21
"115","1997",22,"0","04",1997-04-22
"116","1997",23,"0","04",1997-04-23
"117","1997",24,"0","04",1997-04-24
"118","1997",25,"0","04",1997-04-25
"119","1997",26,"0","04",1997-04-26
"120","1997",27,"0","04",1997-04-27
"121","1997",28,"0","04",1997-04-28
"122","1997",29,"0","04",1997-04-29
"123","1997",30,"8.4","04",1997-04-30
"125","1997",1,"0","05",1997-05-01
"126","1997",2,"3.0","05",1997-05-02
"127","1997",3,"0","05",1997-05-03
"128","1997",4,"0.8","05",1997-05-04
"129","1997",5,"0","05",1997-05-05
"130","1997",6,"0","05",1997-05-06
"131","1997",7,"14.4","05",1997-05-07
"132","1997",8,"0","05",1997-05-08
"133","1997",9,"0","05",1997-05-09
"134","1997",10,"0","05",1997-05-10
"135","1997",11,"0","05",1997-05-11
"136","1997",12,"0","05",1997-05-12
"137","1997",13,"0","05",1997-05-13
"138","1997",14,"0","05",1997-05-14
"139","1997",15,"0","05",1997-05-15
"140","1997",16,"0","05",1997-05-16
"141","1997",17,"0","05",1997-05-17
"142","1997",18,"0","05",1997-05-18
"143","1997",19,"0","05",1997-05-19
"144","1997",20,"0","05",1997-05-20
"145","1997",21,"0","05",1997-05-21
"146","1997",22,"0","05",1997-05-22
"147","1997",23,"0","05",1997-05-23
"148","1997",24,"4.2","05",1997-05-24
"149","1997",25,"2.0","05",1997-05-25
"150","1997",26,"0","05",1997-05-26
"151","1997",27,"11.6","05",1997-05-27
"152","1997",28,"15.0","05",1997-05-28
"153","1997",29,"0","05",1997-05-29
"154","1997",30,"5.0","05",1997-05-30
"155","1997",31,"0.2","05",1997-05-31
"156","1997",1,"0","06",1997-06-01
"157","1997",2,"7.4","06",1997-06-02
"158","1997",3,"16.4","06",1997-06-03
"159","1997",4,"2.0","06",1997-06-04
"160","1997",5,"0","06",1997-06-05
"161","1997",6,"22.2","06",1997-06-06
"162","1997",7,"20.0","06",1997-06-07
"163","1997",8,"11.2","06",1997-06-08
"164","1997",9,"0","06",1997-06-09
"165","1997",10,"20.6","06",1997-06-10
"166","1997",11,"11.2","06",1997-06-11
"167","1997",12,"13.2","06",1997-06-12
"168","1997",13,"0","06",1997-06-13
"169","1997",14,"21.8","06",1997-06-14
"170","1997",15,"0","06",1997-06-15
"171","1997",16,"21.6","06",1997-06-16
"172","1997",17,"0","06",1997-06-17
"173","1997",18,"8.4","06",1997-06-18
"174","1997",19,"1.8","06",1997-06-19
"175","1997",20,"0.6","06",1997-06-20
"176","1997",21,"0","06",1997-06-21
"177","1997",22,"0","06",1997-06-22
"178","1997",23,"11.8","06",1997-06-23
"179","1997",24,"0.8","06",1997-06-24
"180","1997",25,"2.4","06",1997-06-25
"181","1997",26,"23.6","06",1997-06-26
"182","1997",27,"17.4","06",1997-06-27
"183","1997",28,"1.2","06",1997-06-28
"184","1997",29,"9.8","06",1997-06-29
"185","1997",30,"2.8","06",1997-06-30
"187","1997",1,"0","07",1997-07-01
"188","1997",2,"0","07",1997-07-02
"189","1997",3,"0","07",1997-07-03
"190","1997",4,"0","07",1997-07-04
"191","1997",5,"1.8","07",1997-07-05
"192","1997",6,"19.6","07",1997-07-06
"193","1997",7,"9.6","07",1997-07-07
"194","1997",8,"1.4","07",1997-07-08
"195","1997",9,"32.2","07",1997-07-09
"196","1997",10,"3.0","07",1997-07-10
"197","1997",11,"3.4","07",1997-07-11
"198","1997",12,"0","07",1997-07-12
"199","1997",13,"4.8","07",1997-07-13
"200","1997",14,"31.2","07",1997-07-14
"201","1997",15,"3.6","07",1997-07-15
"202","1997",16,"4.8","07",1997-07-16
"203","1997",17,"0","07",1997-07-17
"204","1997",18,"0.4","07",1997-07-18
"205","1997",19,"0.6","07",1997-07-19
"206","1997",20,"13.8","07",1997-07-20
"207","1997",21,"0.2","07",1997-07-21
"208","1997",22,"0","07",1997-07-22
"209","1997",23,"3.2","07",1997-07-23
"210","1997",24,"8.2","07",1997-07-24
"211","1997",25,"4.0","07",1997-07-25
"212","1997",26,"4.6","07",1997-07-26
"213","1997",27,"20.0","07",1997-07-27
"214","1997",28,"4.8","07",1997-07-28
"215","1997",29,"13.4","07",1997-07-29
"216","1997",30,"3.0","07",1997-07-30
"217","1997",31,"10.6","07",1997-07-31
"218","1997",1,"37.8","08",1997-08-01
"219","1997",2,"99.6","08",1997-08-02
"220","1997",3,"1.0","08",1997-08-03
"221","1997",4,"0","08",1997-08-04
"222","1997",5,"6.4","08",1997-08-05
"223","1997",6,"0","08",1997-08-06
"224","1997",7,"3.6","08",1997-08-07
"225","1997",8,"0.8","08",1997-08-08
"226","1997",9,"0","08",1997-08-09
