"","Year","Day","Daily.Rainfall.Kausani","Month","Date"
"1","1991",1,"3.2","01",1991-01-01
"2","1991",2,"12.6","01",1991-01-02
"3","1991",3,"0","01",1991-01-03
"4","1991",4,"0","01",1991-01-04
"5","1991",5,"0","01",1991-01-05
"6","1991",6,"0","01",1991-01-06
"7","1991",7,"0","01",1991-01-07
"8","1991",8,"0","01",1991-01-08
"9","1991",9,"0","01",1991-01-09
"10","1991",10,"0","01",1991-01-10
"11","1991",11,"0","01",1991-01-11
"12","1991",12,"0","01",1991-01-12
"13","1991",13,"0","01",1991-01-13
"14","1991",14,"0.4","01",1991-01-14
"15","1991",15,"0","01",1991-01-15
"16","1991",16,"0","01",1991-01-16
"17","1991",17,"0","01",1991-01-17
"18","1991",18,"0","01",1991-01-18
"19","1991",19,"0","01",1991-01-19
"20","1991",20,"0","01",1991-01-20
"21","1991",21,"0","01",1991-01-21
"22","1991",22,"0","01",1991-01-22
"23","1991",23,"0","01",1991-01-23
"24","1991",24,"0","01",1991-01-24
"25","1991",25,"0","01",1991-01-25
"26","1991",26,"0","01",1991-01-26
"27","1991",27,"0","01",1991-01-27
"28","1991",28,"0","01",1991-01-28
"29","1991",29,"0","01",1991-01-29
"30","1991",30,"0","01",1991-01-30
"31","1991",31,"0","01",1991-01-31
"32","1991",1,"0","02",1991-02-01
"33","1991",2,"0","02",1991-02-02
"34","1991",3,"1.2","02",1991-02-03
"35","1991",4,"0","02",1991-02-04
"36","1991",5,"0","02",1991-02-05
"37","1991",6,"0","02",1991-02-06
"38","1991",7,"0","02",1991-02-07
"39","1991",8,"0","02",1991-02-08
"40","1991",9,"0","02",1991-02-09
"41","1991",10,"0","02",1991-02-10
"42","1991",11,"22.2","02",1991-02-11
"43","1991",12,"0","02",1991-02-12
"44","1991",13,"0","02",1991-02-13
"45","1991",14,"0","02",1991-02-14
"46","1991",15,"0","02",1991-02-15
"47","1991",16,"0","02",1991-02-16
"48","1991",17,"0","02",1991-02-17
