"","State.ID","District.ID","Year","Annual.Rainfall"
"4222","Punjab","Patiala",1940,2498.42
"4223","Punjab","Patiala",1941,2243.2
"4224","Punjab","Patiala",1942,2935.5
"4225","Punjab","Patiala",1943,2022.85
"4226","Punjab","Patiala",1944,2969.92
"4227","Punjab","Patiala",1945,2822.85
"4228","Punjab","Patiala",1946,2573.16
"4229","Punjab","Patiala",1947,2215.5
"4230","Punjab","Patiala",1948,3123.47
"4231","Punjab","Patiala",1949,2463.9
"4232","Punjab","Patiala",1950,2969.79
"4233","Punjab","Patiala",1951,2559.45
"4234","Punjab","Patiala",1952,2361.73
"4235","Punjab","Patiala",1953,2856.55
"4236","Punjab","Patiala",1954,2521.7
"4237","Punjab","Patiala",1955,2664.36
"4238","Punjab","Patiala",1956,2695.61
"4239","Punjab","Patiala",1957,2967.9
"4240","Punjab","Patiala",1958,2959.49
"4241","Punjab","Patiala",1959,2852.96
"4242","Punjab","Patiala",1960,2471.71
"4243","Punjab","Patiala",1961,2998.2
"4244","Punjab","Patiala",1962,2545.13
"4245","Punjab","Patiala",1963,2577.89
"4246","Punjab","Patiala",1964,3090.13
"4247","Punjab","Patiala",1965,2361.9
"4248","Punjab","Patiala",1966,2919.63
"4249","Punjab","Patiala",1967,2786.61
"4250","Punjab","Patiala",1968,2562.86
"4251","Punjab","Patiala",1969,2558.18
"4252","Punjab","Patiala",1970,2750.27
"4253","Punjab","Patiala",1971,2701.11
"4254","Punjab","Patiala",1972,2575.65
"4255","Punjab","Patiala",1973,2821.51
"4256","Punjab","Patiala",1974,2463.87
"4257","Punjab","Patiala",1975,2973.94
"4258","Punjab","Patiala",1976,3179.91
"4259","Punjab","Patiala",1977,3030.36
"4260","Punjab","Patiala",1978,3343.18
"4261","Punjab","Patiala",1979,2750.36
"4262","Punjab","Patiala",1980,3170.15
"4263","Punjab","Patiala",1981,2832.75
"4264","Punjab","Patiala",1982,3186.22
"4265","Punjab","Patiala",1983,3304.03
"4266","Punjab","Patiala",1984,2743.15
"4267","Punjab","Patiala",1985,3053.31
"4268","Punjab","Patiala",1986,2919.13
"4269","Punjab","Patiala",1987,2325.99
"4270","Punjab","Patiala",1988,3349.86
"4271","Punjab","Patiala",1989,2458.57
"4272","Punjab","Patiala",1990,3363.39
"4273","Punjab","Patiala",1991,2589.88
"4274","Punjab","Patiala",1992,2905.27
"4275","Punjab","Patiala",1993,2573.98
"4276","Punjab","Patiala",1994,2716.53
"4277","Punjab","Patiala",1995,3289.6
"4278","Punjab","Patiala",1996,3006.92
"4279","Punjab","Patiala",1997,3251.3
"4280","Punjab","Patiala",1998,2866.17
"4281","Punjab","Patiala",1999,2212.02
"4282","Punjab","Patiala",2000,2700.07
"4283","Punjab","Patiala",2001,2547.21
"4284","Punjab","Patiala",2002,2161.96
"4285","Chandigarh","Chandigarh",1901,2657
"4286","Chandigarh","Chandigarh",1902,2579
"4287","Chandigarh","Chandigarh",1903,2481
"4288","Chandigarh","Chandigarh",1904,2978
"4289","Chandigarh","Chandigarh",1905,2438
"4290","Chandigarh","Chandigarh",1906,2949
"4291","Chandigarh","Chandigarh",1907,2573
"4292","Chandigarh","Chandigarh",1908,3170
"4293","Chandigarh","Chandigarh",1909,3368
"4294","Chandigarh","Chandigarh",1910,3005
"4295","Chandigarh","Chandigarh",1911,2913
"4296","Chandigarh","Chandigarh",1912,2959
"4297","Chandigarh","Chandigarh",1913,3058
"4298","Chandigarh","Chandigarh",1914,3225
"4299","Chandigarh","Chandigarh",1915,2770
"4300","Chandigarh","Chandigarh",1916,2814
"4301","Chandigarh","Chandigarh",1917,3293
"4302","Chandigarh","Chandigarh",1918,2304
"4303","Chandigarh","Chandigarh",1919,2755
"4304","Chandigarh","Chandigarh",1920,2540
"4305","Chandigarh","Chandigarh",1921,2856
"4306","Chandigarh","Chandigarh",1922,2963
"4307","Chandigarh","Chandigarh",1923,3130
"4308","Chandigarh","Chandigarh",1924,3222
"4309","Chandigarh","Chandigarh",1925,2881
"4310","Chandigarh","Chandigarh",1926,3015
"4311","Chandigarh","Chandigarh",1927,2651
"4312","Chandigarh","Chandigarh",1928,2730
"4313","Chandigarh","Chandigarh",1929,2615
"4314","Chandigarh","Chandigarh",1930,2746
"4315","Chandigarh","Chandigarh",1931,3103
"4316","Chandigarh","Chandigarh",1932,2410
"4317","Chandigarh","Chandigarh",1933,3361
"4318","Chandigarh","Chandigarh",1934,2881
"4319","Chandigarh","Chandigarh",1935,2642
"4320","Chandigarh","Chandigarh",1936,3617
"4321","Chandigarh","Chandigarh",1937,2826
"4322","Chandigarh","Chandigarh",1938,2403
"4323","Chandigarh","Chandigarh",1939,2401
"4324","Chandigarh","Chandigarh",1940,2827
"4325","Chandigarh","Chandigarh",1941,2572
"4326","Chandigarh","Chandigarh",1942,3203
"4327","Chandigarh","Chandigarh",1943,2281
"4328","Chandigarh","Chandigarh",1944,3174
"4329","Chandigarh","Chandigarh",1945,3066
"4330","Chandigarh","Chandigarh",1946,2752
"4331","Chandigarh","Chandigarh",1947,2549
"4332","Chandigarh","Chandigarh",1948,3378
"4333","Chandigarh","Chandigarh",1949,2761
"4334","Chandigarh","Chandigarh",1950,3334
"4335","Chandigarh","Chandigarh",1951,2937
"4336","Chandigarh","Chandigarh",1952,2568
"4337","Chandigarh","Chandigarh",1953,3197
"4338","Chandigarh","Chandigarh",1954,2924
"4339","Chandigarh","Chandigarh",1955,2899
"4340","Chandigarh","Chandigarh",1956,2894
"4341","Chandigarh","Chandigarh",1957,3218
"4342","Chandigarh","Chandigarh",1958,3210
"4343","Chandigarh","Chandigarh",1959,3082
"4344","Chandigarh","Chandigarh",1960,2751
"4345","Chandigarh","Chandigarh",1961,3191
"4346","Chandigarh","Chandigarh",1962,2754
"4347","Chandigarh","Chandigarh",1963,2840
"4348","Chandigarh","Chandigarh",1964,3197
"4349","Chandigarh","Chandigarh",1965,2521
"4350","Chandigarh","Chandigarh",1966,3191
"4351","Chandigarh","Chandigarh",1967,2931
"4352","Chandigarh","Chandigarh",1968,2799
"4353","Chandigarh","Chandigarh",1969,2839
"4354","Chandigarh","Chandigarh",1970,2825
"4355","Chandigarh","Chandigarh",1971,2808
"4356","Chandigarh","Chandigarh",1972,2868
"4357","Chandigarh","Chandigarh",1973,3119
"4358","Chandigarh","Chandigarh",1974,2666
"4359","Chandigarh","Chandigarh",1975,3173
"4360","Chandigarh","Chandigarh",1976,3425
"4361","Chandigarh","Chandigarh",1977,3137
"4362","Chandigarh","Chandigarh",1978,3670
"4363","Chandigarh","Chandigarh",1979,2983
"4364","Chandigarh","Chandigarh",1980,3440
"4365","Chandigarh","Chandigarh",1981,3081
"4366","Chandigarh","Chandigarh",1982,3139
"4367","Chandigarh","Chandigarh",1983,3553
"4368","Chandigarh","Chandigarh",1984,3012
"4369","Chandigarh","Chandigarh",1985,3293
"4370","Chandigarh","Chandigarh",1986,3108
"4371","Chandigarh","Chandigarh",1987,2520
"4372","Chandigarh","Chandigarh",1988,3633
"4373","Chandigarh","Chandigarh",1989,2624
"4374","Chandigarh","Chandigarh",1990,3719
"4375","Chandigarh","Chandigarh",1991,2675
"4376","Chandigarh","Chandigarh",1992,3292
"4377","Chandigarh","Chandigarh",1993,2694
"4378","Chandigarh","Chandigarh",1994,2854
"4379","Chandigarh","Chandigarh",1995,3546
"4380","Chandigarh","Chandigarh",1996,3316
"4381","Chandigarh","Chandigarh",1997,3473
"4382","Chandigarh","Chandigarh",1998,3134
"4383","Chandigarh","Chandigarh",1999,2481
"4384","Chandigarh","Chandigarh",2000,2779
"4385","Chandigarh","Chandigarh",2001,2677
"4386","Chandigarh","Chandigarh",2002,2547
"4387","Uttaranchal","Uttarkashi",1901,6840.16
"4388","Uttaranchal","Uttarkashi",1902,6573.69
"4389","Uttaranchal","Uttarkashi",1903,5914.76
"4390","Uttaranchal","Uttarkashi",1904,7473.42
"4391","Uttaranchal","Uttarkashi",1905,6369.41
"4392","Uttaranchal","Uttarkashi",1906,7092.8
"4393","Uttaranchal","Uttarkashi",1907,6448.73
"4394","Uttaranchal","Uttarkashi",1908,6612.12
"4395","Uttaranchal","Uttarkashi",1909,7855.22
"4396","Uttaranchal","Uttarkashi",1910,7546.55
"4397","Uttaranchal","Uttarkashi",1911,6973.16
"4398","Uttaranchal","Uttarkashi",1912,7033.35
"4399","Uttaranchal","Uttarkashi",1913,7086.8
"4400","Uttaranchal","Uttarkashi",1914,8013.91
"4401","Uttaranchal","Uttarkashi",1915,7206.62
"4402","Uttaranchal","Uttarkashi",1916,7110.12
"4403","Uttaranchal","Uttarkashi",1917,8520.5
"4404","Uttaranchal","Uttarkashi",1918,5561.96
"4405","Uttaranchal","Uttarkashi",1919,6932.89
"4406","Uttaranchal","Uttarkashi",1920,6612.56
"4407","Uttaranchal","Uttarkashi",1921,6927.65
"4408","Uttaranchal","Uttarkashi",1922,7654.2
"4409","Uttaranchal","Uttarkashi",1923,7182.85
"4410","Uttaranchal","Uttarkashi",1924,7465.86
"4411","Uttaranchal","Uttarkashi",1925,7314.19
"4412","Uttaranchal","Uttarkashi",1926,6961.43
"4413","Uttaranchal","Uttarkashi",1927,7075.7
"4414","Uttaranchal","Uttarkashi",1928,6890.58
"4415","Uttaranchal","Uttarkashi",1929,6666.21
"4416","Uttaranchal","Uttarkashi",1930,6608.88
"4417","Uttaranchal","Uttarkashi",1931,7345.94
"4418","Uttaranchal","Uttarkashi",1932,6193.99
"4419","Uttaranchal","Uttarkashi",1933,8050.48
"4420","Uttaranchal","Uttarkashi",1934,6700.66
"4421","Uttaranchal","Uttarkashi",1935,6487.36
"4422","Uttaranchal","Uttarkashi",1936,9026.69
"4423","Uttaranchal","Uttarkashi",1937,7229.56
"4424","Uttaranchal","Uttarkashi",1938,6494.76
"4425","Uttaranchal","Uttarkashi",1939,6277.1
"4426","Uttaranchal","Uttarkashi",1940,6988.58
"4427","Uttaranchal","Uttarkashi",1941,6035.34
"4428","Uttaranchal","Uttarkashi",1942,7447.99
"4429","Uttaranchal","Uttarkashi",1943,6566.46
"4430","Uttaranchal","Uttarkashi",1944,6373.56
"4431","Uttaranchal","Uttarkashi",1945,7582.29
"4432","Uttaranchal","Uttarkashi",1946,6337.8
"4433","Uttaranchal","Uttarkashi",1947,6446.03
"4434","Uttaranchal","Uttarkashi",1948,7164.7
"4435","Uttaranchal","Uttarkashi",1949,7038.12
"4436","Uttaranchal","Uttarkashi",1950,7693.21
"4437","Uttaranchal","Uttarkashi",1951,6993.74
"4438","Uttaranchal","Uttarkashi",1952,6049.58
"4439","Uttaranchal","Uttarkashi",1953,6704.29
"4440","Uttaranchal","Uttarkashi",1954,7075.78
"4441","Uttaranchal","Uttarkashi",1955,7150.81
"4442","Uttaranchal","Uttarkashi",1956,6563.14
"4443","Uttaranchal","Uttarkashi",1957,7698.73
"4444","Uttaranchal","Uttarkashi",1958,7169.72
"4445","Uttaranchal","Uttarkashi",1959,6763.35
"4446","Uttaranchal","Uttarkashi",1960,6749.41
"4447","Uttaranchal","Uttarkashi",1961,7069.49
"4448","Uttaranchal","Uttarkashi",1962,6130.67
"4449","Uttaranchal","Uttarkashi",1963,6655.02
"4450","Uttaranchal","Uttarkashi",1964,6641.65
"4451","Uttaranchal","Uttarkashi",1965,5985.96
"4452","Uttaranchal","Uttarkashi",1966,7478.71
"4453","Uttaranchal","Uttarkashi",1967,5625.72
"4454","Uttaranchal","Uttarkashi",1968,6179.86
"4455","Uttaranchal","Uttarkashi",1969,7336.7
"4456","Uttaranchal","Uttarkashi",1970,6356.19
"4457","Uttaranchal","Uttarkashi",1971,7357.83
"4458","Uttaranchal","Uttarkashi",1972,6790.86
"4459","Uttaranchal","Uttarkashi",1973,7340.2
"4460","Uttaranchal","Uttarkashi",1974,6115.86
"4461","Uttaranchal","Uttarkashi",1975,7260.95
"4462","Uttaranchal","Uttarkashi",1976,7511.83
"4463","Uttaranchal","Uttarkashi",1977,7713.28
"4464","Uttaranchal","Uttarkashi",1978,7879.99
"4465","Uttaranchal","Uttarkashi",1979,6227.39
"4466","Uttaranchal","Uttarkashi",1980,8053.95
"4467","Uttaranchal","Uttarkashi",1981,6605.23
"4468","Uttaranchal","Uttarkashi",1982,5876.57
"4469","Uttaranchal","Uttarkashi",1983,8071.42
"4470","Uttaranchal","Uttarkashi",1984,6979.15
"4471","Uttaranchal","Uttarkashi",1985,7916.24
"4472","Uttaranchal","Uttarkashi",1986,7340.62
"4473","Uttaranchal","Uttarkashi",1987,5344.65
"4474","Uttaranchal","Uttarkashi",1988,7798.41
"4475","Uttaranchal","Uttarkashi",1989,5634.42
"4476","Uttaranchal","Uttarkashi",1990,8109.59
"4477","Uttaranchal","Uttarkashi",1991,5451.75
"4478","Uttaranchal","Uttarkashi",1992,6806.28
"4479","Uttaranchal","Uttarkashi",1993,6056.25
"4480","Uttaranchal","Uttarkashi",1994,6298.87
"4481","Uttaranchal","Uttarkashi",1995,7713.96
"4482","Uttaranchal","Uttarkashi",1996,7914.29
"4483","Uttaranchal","Uttarkashi",1997,6975.25
"4484","Uttaranchal","Uttarkashi",1998,7025.99
"4485","Uttaranchal","Uttarkashi",1999,5737.4
"4486","Uttaranchal","Uttarkashi",2000,5867.29
"4487","Uttaranchal","Uttarkashi",2001,5715.33
"4488","Uttaranchal","Uttarkashi",2002,6635.91
"4489","Uttaranchal","Chamoli",1901,7091.23
"4490","Uttaranchal","Chamoli",1902,6498.25
"4491","Uttaranchal","Chamoli",1903,6102.4
"4492","Uttaranchal","Chamoli",1904,7445.98
"4493","Uttaranchal","Chamoli",1905,6415.22
"4494","Uttaranchal","Chamoli",1906,7101.87
"4495","Uttaranchal","Chamoli",1907,6452.79
"4496","Uttaranchal","Chamoli",1908,6359.51
"4497","Uttaranchal","Chamoli",1909,7760.42
"4498","Uttaranchal","Chamoli",1910,7504.07
"4499","Uttaranchal","Chamoli",1911,6960.07
"4500","Uttaranchal","Chamoli",1912,7119.39
"4501","Uttaranchal","Chamoli",1913,6756.29
"4502","Uttaranchal","Chamoli",1914,8176.77
"4503","Uttaranchal","Chamoli",1915,7480.29
"4504","Uttaranchal","Chamoli",1916,7367.41
"4505","Uttaranchal","Chamoli",1917,8557.57
"4506","Uttaranchal","Chamoli",1918,5420.5
"4507","Uttaranchal","Chamoli",1919,7177.71
"4508","Uttaranchal","Chamoli",1920,6559.55
"4509","Uttaranchal","Chamoli",1921,6870.56
"4510","Uttaranchal","Chamoli",1922,7621.04
"4511","Uttaranchal","Chamoli",1923,6975.59
"4512","Uttaranchal","Chamoli",1924,7376.66
"4513","Uttaranchal","Chamoli",1925,7388.8
"4514","Uttaranchal","Chamoli",1926,7032.2
"4515","Uttaranchal","Chamoli",1927,7346.36
"4516","Uttaranchal","Chamoli",1928,6737.27
"4517","Uttaranchal","Chamoli",1929,6701.21
"4518","Uttaranchal","Chamoli",1930,6774.8
"4519","Uttaranchal","Chamoli",1931,7161.15
"4520","Uttaranchal","Chamoli",1932,6328.9
"4521","Uttaranchal","Chamoli",1933,8137.54
"4522","Uttaranchal","Chamoli",1934,6740.42
"4523","Uttaranchal","Chamoli",1935,6400.5
"4524","Uttaranchal","Chamoli",1936,8993.63
"4525","Uttaranchal","Chamoli",1937,7314.19
"4526","Uttaranchal","Chamoli",1938,6936.1
"4527","Uttaranchal","Chamoli",1939,6343.99
"4528","Uttaranchal","Chamoli",1940,6902.6
"4529","Uttaranchal","Chamoli",1941,5803.83
"4530","Uttaranchal","Chamoli",1942,7339.11
"4531","Uttaranchal","Chamoli",1943,6849.43
"4532","Uttaranchal","Chamoli",1944,6259.52
"4533","Uttaranchal","Chamoli",1945,7493.44
"4534","Uttaranchal","Chamoli",1946,6514.3
"4535","Uttaranchal","Chamoli",1947,6731.27
"4536","Uttaranchal","Chamoli",1948,7026.93
"4537","Uttaranchal","Chamoli",1949,7420.2
"4538","Uttaranchal","Chamoli",1950,7483.92
"4539","Uttaranchal","Chamoli",1951,6835.63
"4540","Uttaranchal","Chamoli",1952,6409.22
"4541","Uttaranchal","Chamoli",1953,6429.57
"4542","Uttaranchal","Chamoli",1954,7113.29
"4543","Uttaranchal","Chamoli",1955,7155.79
"4544","Uttaranchal","Chamoli",1956,6571.96
"4545","Uttaranchal","Chamoli",1957,7328.81
"4546","Uttaranchal","Chamoli",1958,7225.22
"4547","Uttaranchal","Chamoli",1959,6702.41
"4548","Uttaranchal","Chamoli",1960,6844.73
"4549","Uttaranchal","Chamoli",1961,7148.66
"4550","Uttaranchal","Chamoli",1962,6423.43
"4551","Uttaranchal","Chamoli",1963,6795.61
"4552","Uttaranchal","Chamoli",1964,6374.48
"4553","Uttaranchal","Chamoli",1965,6019.44
"4554","Uttaranchal","Chamoli",1966,7117.35
"4555","Uttaranchal","Chamoli",1967,5839.5
"4556","Uttaranchal","Chamoli",1968,6145.01
"4557","Uttaranchal","Chamoli",1969,7512.45
"4558","Uttaranchal","Chamoli",1970,6315.92
"4559","Uttaranchal","Chamoli",1971,7846.38
"4560","Uttaranchal","Chamoli",1972,7033.91
"4561","Uttaranchal","Chamoli",1973,7181.8
"4562","Uttaranchal","Chamoli",1974,5698.36
"4563","Uttaranchal","Chamoli",1975,7287.4
"4564","Uttaranchal","Chamoli",1976,6928.34
"4565","Uttaranchal","Chamoli",1977,7496.03
"4566","Uttaranchal","Chamoli",1978,7402.8
"4567","Uttaranchal","Chamoli",1979,5865.6
"4568","Uttaranchal","Chamoli",1980,8016.66
"4569","Uttaranchal","Chamoli",1981,6645.61
"4570","Uttaranchal","Chamoli",1982,6091.98
"4571","Uttaranchal","Chamoli",1983,7840.83
"4572","Uttaranchal","Chamoli",1984,6547.24
"4573","Uttaranchal","Chamoli",1985,7752.66
"4574","Uttaranchal","Chamoli",1986,7047.18
"4575","Uttaranchal","Chamoli",1987,5255.96
"4576","Uttaranchal","Chamoli",1988,7522.59
"4577","Uttaranchal","Chamoli",1989,5785.92
"4578","Uttaranchal","Chamoli",1990,7874.57
"4579","Uttaranchal","Chamoli",1991,4812.31
"4580","Uttaranchal","Chamoli",1992,6394.59
"4581","Uttaranchal","Chamoli",1993,6043.79
"4582","Uttaranchal","Chamoli",1994,6284.94
"4583","Uttaranchal","Chamoli",1995,7495.05
"4584","Uttaranchal","Chamoli",1996,7545.91
"4585","Uttaranchal","Chamoli",1997,6372.2
"4586","Uttaranchal","Chamoli",1998,6874.16
"4587","Uttaranchal","Chamoli",1999,5597.88
"4588","Uttaranchal","Chamoli",2000,5640.72
"4589","Uttaranchal","Chamoli",2001,5383.29
"4590","Uttaranchal","Chamoli",2002,6870.34
"4591","Uttaranchal","Rudra Prayag",1901,6877.33
"4592","Uttaranchal","Rudra Prayag",1902,6394.22
"4593","Uttaranchal","Rudra Prayag",1903,5869.41
"4594","Uttaranchal","Rudra Prayag",1904,7309.92
"4595","Uttaranchal","Rudra Prayag",1905,6235.24
"4596","Uttaranchal","Rudra Prayag",1906,6935.14
"4597","Uttaranchal","Rudra Prayag",1907,6297.18
"4598","Uttaranchal","Rudra Prayag",1908,6205.68
"4599","Uttaranchal","Rudra Prayag",1909,7604.19
"4600","Uttaranchal","Rudra Prayag",1910,7347.45
"4601","Uttaranchal","Rudra Prayag",1911,6785.66
"4602","Uttaranchal","Rudra Prayag",1912,6915.79
"4603","Uttaranchal","Rudra Prayag",1913,6632.05
"4604","Uttaranchal","Rudra Prayag",1914,7957.61
"4605","Uttaranchal","Rudra Prayag",1915,7203.96
"4606","Uttaranchal","Rudra Prayag",1916,7146.56
"4607","Uttaranchal","Rudra Prayag",1917,8343.94
"4608","Uttaranchal","Rudra Prayag",1918,5309.68
"4609","Uttaranchal","Rudra Prayag",1919,6925.42
"4610","Uttaranchal","Rudra Prayag",1920,6454.96
"4611","Uttaranchal","Rudra Prayag",1921,6736.05
"4612","Uttaranchal","Rudra Prayag",1922,7468.48
"4613","Uttaranchal","Rudra Prayag",1923,6883.75
"4614","Uttaranchal","Rudra Prayag",1924,7208.52
"4615","Uttaranchal","Rudra Prayag",1925,7203.6
"4616","Uttaranchal","Rudra Prayag",1926,6828.58
"4617","Uttaranchal","Rudra Prayag",1927,7047.28
"4618","Uttaranchal","Rudra Prayag",1928,6617.85
"4619","Uttaranchal","Rudra Prayag",1929,6495.29
"4620","Uttaranchal","Rudra Prayag",1930,6557.47
"4621","Uttaranchal","Rudra Prayag",1931,7043.98
"4622","Uttaranchal","Rudra Prayag",1932,6118.39
"4623","Uttaranchal","Rudra Prayag",1933,7950.8
"4624","Uttaranchal","Rudra Prayag",1934,6562.81
"4625","Uttaranchal","Rudra Prayag",1935,6293.19
"4626","Uttaranchal","Rudra Prayag",1936,8844.75
"4627","Uttaranchal","Rudra Prayag",1937,7123.31
"4628","Uttaranchal","Rudra Prayag",1938,6672.3
"4629","Uttaranchal","Rudra Prayag",1939,6126.97
"4630","Uttaranchal","Rudra Prayag",1940,6763.29
"4631","Uttaranchal","Rudra Prayag",1941,5716.35
"4632","Uttaranchal","Rudra Prayag",1942,7218.81
"4633","Uttaranchal","Rudra Prayag",1943,6639.56
"4634","Uttaranchal","Rudra Prayag",1944,6134.19
"4635","Uttaranchal","Rudra Prayag",1945,7387.76
"4636","Uttaranchal","Rudra Prayag",1946,6207.81
"4637","Uttaranchal","Rudra Prayag",1947,6557.68
"4638","Uttaranchal","Rudra Prayag",1948,6966.72
"4639","Uttaranchal","Rudra Prayag",1949,7090.08
"4640","Uttaranchal","Rudra Prayag",1950,7333.81
"4641","Uttaranchal","Rudra Prayag",1951,6745.84
"4642","Uttaranchal","Rudra Prayag",1952,6163.97
"4643","Uttaranchal","Rudra Prayag",1953,6350.26
"4644","Uttaranchal","Rudra Prayag",1954,6977
"4645","Uttaranchal","Rudra Prayag",1955,7016.97
"4646","Uttaranchal","Rudra Prayag",1956,6443.69
"4647","Uttaranchal","Rudra Prayag",1957,7389.99
"4648","Uttaranchal","Rudra Prayag",1958,7023.38
"4649","Uttaranchal","Rudra Prayag",1959,6558.36
"4650","Uttaranchal","Rudra Prayag",1960,6668.57
"4651","Uttaranchal","Rudra Prayag",1961,6982.36
"4652","Uttaranchal","Rudra Prayag",1962,6199.89
"4653","Uttaranchal","Rudra Prayag",1963,6659.33
"4654","Uttaranchal","Rudra Prayag",1964,6377.86
"4655","Uttaranchal","Rudra Prayag",1965,5909.42
"4656","Uttaranchal","Rudra Prayag",1966,7002.92
"4657","Uttaranchal","Rudra Prayag",1967,5668.15
"4658","Uttaranchal","Rudra Prayag",1968,6064.57
"4659","Uttaranchal","Rudra Prayag",1969,7265.23
"4660","Uttaranchal","Rudra Prayag",1970,6218.51
"4661","Uttaranchal","Rudra Prayag",1971,7470.94
"4662","Uttaranchal","Rudra Prayag",1972,6745.35
"4663","Uttaranchal","Rudra Prayag",1973,7044.17
"4664","Uttaranchal","Rudra Prayag",1974,5687.93
"4665","Uttaranchal","Rudra Prayag",1975,7136.51
"4666","Uttaranchal","Rudra Prayag",1976,6958.45
"4667","Uttaranchal","Rudra Prayag",1977,7364.21
"4668","Uttaranchal","Rudra Prayag",1978,7439.69
"4669","Uttaranchal","Rudra Prayag",1979,5818.06
"4670","Uttaranchal","Rudra Prayag",1980,7863.13
"4671","Uttaranchal","Rudra Prayag",1981,6438.3
"4672","Uttaranchal","Rudra Prayag",1982,5847.6
"4673","Uttaranchal","Rudra Prayag",1983,7741.97
"4674","Uttaranchal","Rudra Prayag",1984,6576.18
"4675","Uttaranchal","Rudra Prayag",1985,7667.59
"4676","Uttaranchal","Rudra Prayag",1986,6962.05
"4677","Uttaranchal","Rudra Prayag",1987,5136.23
"4678","Uttaranchal","Rudra Prayag",1988,7406.54
"4679","Uttaranchal","Rudra Prayag",1989,5534.46
"4680","Uttaranchal","Rudra Prayag",1990,7797.94
"4681","Uttaranchal","Rudra Prayag",1991,4924.57
"4682","Uttaranchal","Rudra Prayag",1992,6358.36
"4683","Uttaranchal","Rudra Prayag",1993,5941.88
"4684","Uttaranchal","Rudra Prayag",1994,6190.25
"4685","Uttaranchal","Rudra Prayag",1995,7401.4
"4686","Uttaranchal","Rudra Prayag",1996,7498.45
"4687","Uttaranchal","Rudra Prayag",1997,6384.71
"4688","Uttaranchal","Rudra Prayag",1998,6826.48
"4689","Uttaranchal","Rudra Prayag",1999,5484.35
"4690","Uttaranchal","Rudra Prayag",2000,5519.28
"4691","Uttaranchal","Rudra Prayag",2001,5357.52
"4692","Uttaranchal","Rudra Prayag",2002,6687.9
"4693","Uttaranchal","Tehri Garhwal",1901,5349.8
"4694","Uttaranchal","Tehri Garhwal",1902,5023.45
"4695","Uttaranchal","Tehri Garhwal",1903,4511.74
"4696","Uttaranchal","Tehri Garhwal",1904,5845.14
"4697","Uttaranchal","Tehri Garhwal",1905,4876.52
"4698","Uttaranchal","Tehri Garhwal",1906,5473.59
"4699","Uttaranchal","Tehri Garhwal",1907,4824.81
"4700","Uttaranchal","Tehri Garhwal",1908,5321.22
"4701","Uttaranchal","Tehri Garhwal",1909,6040.75
"4702","Uttaranchal","Tehri Garhwal",1910,5892.81
"4703","Uttaranchal","Tehri Garhwal",1911,5414.73
"4704","Uttaranchal","Tehri Garhwal",1912,5537.95
"4705","Uttaranchal","Tehri Garhwal",1913,5164.76
"4706","Uttaranchal","Tehri Garhwal",1914,6152.31
"4707","Uttaranchal","Tehri Garhwal",1915,5483.02
"4708","Uttaranchal","Tehri Garhwal",1916,5613.62
"4709","Uttaranchal","Tehri Garhwal",1917,6563.99
"4710","Uttaranchal","Tehri Garhwal",1918,4180.94
"4711","Uttaranchal","Tehri Garhwal",1919,5497.74
"4712","Uttaranchal","Tehri Garhwal",1920,5124.79
"4713","Uttaranchal","Tehri Garhwal",1921,5493.37
"4714","Uttaranchal","Tehri Garhwal",1922,6094.46
"4715","Uttaranchal","Tehri Garhwal",1923,5671.93
"4716","Uttaranchal","Tehri Garhwal",1924,5903.87
"4717","Uttaranchal","Tehri Garhwal",1925,5737.51
"4718","Uttaranchal","Tehri Garhwal",1926,5378.7
"4719","Uttaranchal","Tehri Garhwal",1927,5484.7
"4720","Uttaranchal","Tehri Garhwal",1928,5104.54
"4721","Uttaranchal","Tehri Garhwal",1929,5140.3
"4722","Uttaranchal","Tehri Garhwal",1930,5106.06
"4723","Uttaranchal","Tehri Garhwal",1931,5582.35
"4724","Uttaranchal","Tehri Garhwal",1932,4886.98
"4725","Uttaranchal","Tehri Garhwal",1933,6437.01
"4726","Uttaranchal","Tehri Garhwal",1934,5321.83
"4727","Uttaranchal","Tehri Garhwal",1935,5081.96
"4728","Uttaranchal","Tehri Garhwal",1936,7076.18
"4729","Uttaranchal","Tehri Garhwal",1937,5574.05
"4730","Uttaranchal","Tehri Garhwal",1938,5136.94
"4731","Uttaranchal","Tehri Garhwal",1939,4645.08
"4732","Uttaranchal","Tehri Garhwal",1940,5300.58
"4733","Uttaranchal","Tehri Garhwal",1941,4603.13
"4734","Uttaranchal","Tehri Garhwal",1942,5824.99
"4735","Uttaranchal","Tehri Garhwal",1943,5058.17
"4736","Uttaranchal","Tehri Garhwal",1944,5103.85
"4737","Uttaranchal","Tehri Garhwal",1945,5827.56
"4738","Uttaranchal","Tehri Garhwal",1946,4885.43
"4739","Uttaranchal","Tehri Garhwal",1947,5125.52
"4740","Uttaranchal","Tehri Garhwal",1948,5830.74
"4741","Uttaranchal","Tehri Garhwal",1949,5516.38
"4742","Uttaranchal","Tehri Garhwal",1950,5992.58
"4743","Uttaranchal","Tehri Garhwal",1951,5354.23
"4744","Uttaranchal","Tehri Garhwal",1952,4749.9
"4745","Uttaranchal","Tehri Garhwal",1953,5357.42
"4746","Uttaranchal","Tehri Garhwal",1954,5460.19
"4747","Uttaranchal","Tehri Garhwal",1955,5688.66
