State,District,Year,Ground_Water_Level,Date
"HIMACHAL PRADESH",Bilaspur,2006,0,2006/07/01
"HIMACHAL PRADESH",Bilaspur,2007,0,2007/07/01
"HIMACHAL PRADESH",Bilaspur,2008,0,2008/07/01
"HIMACHAL PRADESH",Bilaspur,2009,0,2009/07/01
"HIMACHAL PRADESH",Chamba,2005,0,2005/07/01
"HIMACHAL PRADESH",Chamba,2006,0,2006/07/01
"HIMACHAL PRADESH",Chamba,2007,0,2007/07/01
"HIMACHAL PRADESH",Chamba,2008,0,2008/07/01
"HIMACHAL PRADESH",Chamba,2009,0,2009/07/01
"HIMACHAL PRADESH",Hamirpur,2005,0,2005/07/01
"HIMACHAL PRADESH",Hamirpur,2006,0,2006/07/01
"HIMACHAL PRADESH",Hamirpur,2007,0,2007/07/01
"HIMACHAL PRADESH",Hamirpur,2008,0,2008/07/01
"HIMACHAL PRADESH",Hamirpur,2009,0,2009/07/01
"HIMACHAL PRADESH",Kangra,2005,0,2005/07/01
"HIMACHAL PRADESH",Kangra,2006,0,2006/07/01
"HIMACHAL PRADESH",Kangra,2007,0,2007/07/01
"HIMACHAL PRADESH",Kangra,2008,0,2008/07/01
"HIMACHAL PRADESH",Kangra,2009,0,2009/07/01
"HIMACHAL PRADESH",Kinnaur,2005,0,2005/07/01
"HIMACHAL PRADESH",Kinnaur,2006,0,2006/07/01
"HIMACHAL PRADESH",Kinnaur,2007,0,2007/07/01
"HIMACHAL PRADESH",Kinnaur,2008,0,2008/07/01
"HIMACHAL PRADESH",Kinnaur,2009,0,2009/07/01
"HIMACHAL PRADESH",Kullu,2005,0,2005/07/01
"HIMACHAL PRADESH",Kullu,2006,0,2006/07/01
"HIMACHAL PRADESH",Kullu,2007,0,2007/07/01
"HIMACHAL PRADESH",Kullu,2008,0,2008/07/01
"HIMACHAL PRADESH",Kullu,2009,0,2009/07/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2005,0,2005/07/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2006,0,2006/07/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2007,0,2007/07/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2008,0,2008/07/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2009,0,2009/07/01
"HIMACHAL PRADESH",Mandi,2005,0,2005/07/01
"HIMACHAL PRADESH",Mandi,2006,0,2006/07/01
"HIMACHAL PRADESH",Mandi,2007,0,2007/07/01
"HIMACHAL PRADESH",Mandi,2008,0,2008/07/01
"HIMACHAL PRADESH",Mandi,2009,0,2009/07/01
"HIMACHAL PRADESH",Shimla,2005,0,2005/07/01
"HIMACHAL PRADESH",Shimla,2006,0,2006/07/01
"HIMACHAL PRADESH",Shimla,2007,0,2007/07/01
"HIMACHAL PRADESH",Shimla,2008,0,2008/07/01
"HIMACHAL PRADESH",Shimla,2009,0,2009/07/01
"HIMACHAL PRADESH",Sirmaur,2005,0,2005/07/01
"HIMACHAL PRADESH",Sirmaur,2006,0,2006/07/01
"HIMACHAL PRADESH",Sirmaur,2007,-0.04666666666667,2007/07/01
"HIMACHAL PRADESH",Sirmaur,2008,0,2008/07/01
"HIMACHAL PRADESH",Sirmaur,2009,0,2009/07/01
"HIMACHAL PRADESH",Solan,2005,0,2005/07/01
"HIMACHAL PRADESH",Solan,2006,0,2006/07/01
"HIMACHAL PRADESH",Solan,2007,0,2007/07/01
"HIMACHAL PRADESH",Solan,2008,4.58333333333333,2008/07/01
"HIMACHAL PRADESH",Solan,2009,0,2009/07/01
"HIMACHAL PRADESH",Una,2005,0,2005/07/01
"HIMACHAL PRADESH",Una,2006,0,2006/07/01
"HIMACHAL PRADESH",Una,2007,-0.0695,2007/07/01
"HIMACHAL PRADESH",Una,2008,0,2008/07/01
"HIMACHAL PRADESH",Una,2009,0,2009/07/01
"JAMMU & KASHMIR",Anantnag,2005,0,2005/07/01
"JAMMU & KASHMIR",Anantnag,2006,0,2006/07/01
"JAMMU & KASHMIR",Anantnag,2007,0,2007/07/01
"JAMMU & KASHMIR",Anantnag,2008,0,2008/07/01
"JAMMU & KASHMIR",Anantnag,2009,0,2009/07/01
"JAMMU & KASHMIR",Badgam,2005,0,2005/07/01
"JAMMU & KASHMIR",Badgam,2006,0,2006/07/01
"JAMMU & KASHMIR",Badgam,2007,0,2007/07/01
"JAMMU & KASHMIR",Badgam,2008,0,2008/07/01
"JAMMU & KASHMIR",Badgam,2009,0,2009/07/01
"JAMMU & KASHMIR",Baramula,2005,0,2005/07/01
"JAMMU & KASHMIR",Baramula,2006,0,2006/07/01
"JAMMU & KASHMIR",Baramula,2007,0,2007/07/01
"JAMMU & KASHMIR",Baramula,2008,0,2008/07/01
"JAMMU & KASHMIR",Baramula,2009,0,2009/07/01
"JAMMU & KASHMIR",Doda,2005,0,2005/07/01
"JAMMU & KASHMIR",Doda,2006,0,2006/07/01
"JAMMU & KASHMIR",Doda,2007,0,2007/07/01
"JAMMU & KASHMIR",Doda,2008,0,2008/07/01
"JAMMU & KASHMIR",Doda,2009,0,2009/07/01
"JAMMU & KASHMIR",Jammu,2005,0,2005/07/01
"JAMMU & KASHMIR",Jammu,2006,0,2006/07/01
"JAMMU & KASHMIR",Jammu,2007,0,2007/07/01
"JAMMU & KASHMIR",Jammu,2008,0,2008/07/01
"JAMMU & KASHMIR",Jammu,2009,0,2009/07/01
"JAMMU & KASHMIR",Kargil,2005,0,2005/07/01
"JAMMU & KASHMIR",Kargil,2006,0,2006/07/01
"JAMMU & KASHMIR",Kargil,2007,0,2007/07/01
"JAMMU & KASHMIR",Kargil,2008,0,2008/07/01
"JAMMU & KASHMIR",Kargil,2009,0,2009/07/01
"JAMMU & KASHMIR",Kathua,2005,0,2005/07/01
"JAMMU & KASHMIR",Kathua,2006,0,2006/07/01
"JAMMU & KASHMIR",Kathua,2007,0,2007/07/01
"JAMMU & KASHMIR",Kathua,2008,0,2008/07/01
"JAMMU & KASHMIR",Kathua,2009,0,2009/07/01
"JAMMU & KASHMIR",Kupwara,2005,0,2005/07/01
"JAMMU & KASHMIR",Kupwara,2006,0,2006/07/01
"JAMMU & KASHMIR",Kupwara,2007,0,2007/07/01
"JAMMU & KASHMIR",Kupwara,2008,0,2008/07/01
"JAMMU & KASHMIR",Kupwara,2009,0,2009/07/01
"JAMMU & KASHMIR","Leh (Ladakh)",2005,0,2005/07/01
"JAMMU & KASHMIR","Leh (Ladakh)",2006,0,2006/07/01
"JAMMU & KASHMIR","Leh (Ladakh)",2007,0,2007/07/01
"JAMMU & KASHMIR","Leh (Ladakh)",2008,0,2008/07/01
"JAMMU & KASHMIR","Leh (Ladakh)",2009,0,2009/07/01
"JAMMU & KASHMIR",Pulwama,2005,0,2005/07/01
"JAMMU & KASHMIR",Pulwama,2006,0,2006/07/01
"JAMMU & KASHMIR",Pulwama,2007,0,2007/07/01
"JAMMU & KASHMIR",Pulwama,2008,0,2008/07/01
"JAMMU & KASHMIR",Pulwama,2009,0,2009/07/01
"JAMMU & KASHMIR",Punch,2005,0,2005/07/01
"JAMMU & KASHMIR",Punch,2006,0,2006/07/01
"JAMMU & KASHMIR",Punch,2007,0,2007/07/01
"JAMMU & KASHMIR",Punch,2008,0,2008/07/01
"JAMMU & KASHMIR",Punch,2009,0,2009/07/01
"JAMMU & KASHMIR",Rajauri,2005,0,2005/07/01
"JAMMU & KASHMIR",Rajauri,2006,0,2006/07/01
"JAMMU & KASHMIR",Rajauri,2007,0,2007/07/01
"JAMMU & KASHMIR",Rajauri,2008,0,2008/07/01
"JAMMU & KASHMIR",Rajauri,2009,0,2009/07/01
"JAMMU & KASHMIR",Srinagar,2005,0,2005/07/01
"JAMMU & KASHMIR",Srinagar,2006,0,2006/07/01
"JAMMU & KASHMIR",Srinagar,2007,0,2007/07/01
"JAMMU & KASHMIR",Srinagar,2008,0,2008/07/01
"JAMMU & KASHMIR",Srinagar,2009,0,2009/07/01
"JAMMU & KASHMIR",Udhampur,2005,0,2005/07/01
"JAMMU & KASHMIR",Udhampur,2006,0,2006/07/01
"JAMMU & KASHMIR",Udhampur,2007,0,2007/07/01
"JAMMU & KASHMIR",Udhampur,2008,0,2008/07/01
"JAMMU & KASHMIR",Udhampur,2009,0,2009/07/01
JHARKHAND,Bokaro,2005,0,2005/07/01
JHARKHAND,Bokaro,2006,0,2006/07/01
JHARKHAND,Bokaro,2007,0,2007/07/01
JHARKHAND,Bokaro,2008,0,2008/07/01
JHARKHAND,Bokaro,2009,0,2009/07/01
JHARKHAND,Chatra,2005,0,2005/07/01
JHARKHAND,Chatra,2006,0,2006/07/01
JHARKHAND,Chatra,2007,0,2007/07/01
JHARKHAND,Chatra,2008,0,2008/07/01
JHARKHAND,Chatra,2009,0,2009/07/01
JHARKHAND,Deoghar,2005,0,2005/07/01
JHARKHAND,Deoghar,2006,0,2006/07/01
JHARKHAND,Deoghar,2007,0,2007/07/01
JHARKHAND,Deoghar,2008,0,2008/07/01
JHARKHAND,Deoghar,2009,0,2009/07/01
JHARKHAND,Dhanbad,2005,0,2005/07/01
JHARKHAND,Dhanbad,2006,0,2006/07/01
JHARKHAND,Dhanbad,2007,0,2007/07/01
JHARKHAND,Dhanbad,2008,0,2008/07/01
JHARKHAND,Dhanbad,2009,0,2009/07/01
JHARKHAND,Dumka,2005,0,2005/07/01
JHARKHAND,Dumka,2006,0,2006/07/01
JHARKHAND,Dumka,2007,0,2007/07/01
JHARKHAND,Dumka,2008,0,2008/07/01
JHARKHAND,Dumka,2009,0,2009/07/01
JHARKHAND,Garhwa,2005,0,2005/07/01
JHARKHAND,Garhwa,2006,0,2006/07/01
JHARKHAND,Garhwa,2007,0,2007/07/01
JHARKHAND,Garhwa,2008,0,2008/07/01
JHARKHAND,Garhwa,2009,0,2009/07/01
JHARKHAND,Giridih,2005,0,2005/07/01
JHARKHAND,Giridih,2006,0,2006/07/01
JHARKHAND,Giridih,2007,0,2007/07/01
JHARKHAND,Giridih,2008,0,2008/07/01
JHARKHAND,Giridih,2009,0,2009/07/01
JHARKHAND,Godda,2005,0,2005/07/01
JHARKHAND,Godda,2006,0,2006/07/01
JHARKHAND,Godda,2007,0,2007/07/01
JHARKHAND,Godda,2008,0,2008/07/01
JHARKHAND,Godda,2009,0,2009/07/01
JHARKHAND,Gumla,2005,0,2005/07/01
JHARKHAND,Gumla,2006,0,2006/07/01
JHARKHAND,Gumla,2007,0,2007/07/01
JHARKHAND,Gumla,2008,0,2008/07/01
JHARKHAND,Gumla,2009,0,2009/07/01
JHARKHAND,Hazaribag,2005,0,2005/07/01
JHARKHAND,Hazaribag,2006,0,2006/07/01
JHARKHAND,Hazaribag,2007,0,2007/07/01
JHARKHAND,Hazaribag,2008,0,2008/07/01
JHARKHAND,Hazaribag,2009,0,2009/07/01
JHARKHAND,Kodarma,2005,0,2005/07/01
JHARKHAND,Kodarma,2006,0,2006/07/01
JHARKHAND,Kodarma,2007,0,2007/07/01
JHARKHAND,Kodarma,2008,0,2008/07/01
JHARKHAND,Kodarma,2009,0,2009/07/01
JHARKHAND,Lohardaga,2005,0,2005/07/01
JHARKHAND,Lohardaga,2006,0,2006/07/01
JHARKHAND,Lohardaga,2007,0,2007/07/01
JHARKHAND,Lohardaga,2008,0,2008/07/01
JHARKHAND,Lohardaga,2009,0,2009/07/01
JHARKHAND,Pakaur,2005,0,2005/07/01
JHARKHAND,Pakaur,2006,0,2006/07/01
JHARKHAND,Pakaur,2007,0,2007/07/01
JHARKHAND,Pakaur,2008,0,2008/07/01
JHARKHAND,Pakaur,2009,0,2009/07/01
JHARKHAND,Palamu,2005,0,2005/07/01
JHARKHAND,Palamu,2006,0,2006/07/01
JHARKHAND,Palamu,2007,0,2007/07/01
JHARKHAND,Palamu,2008,0,2008/07/01
JHARKHAND,Palamu,2009,0,2009/07/01
JHARKHAND,"Pashchimi Singhbhum",2005,0,2005/07/01
JHARKHAND,"Pashchimi Singhbhum",2006,0,2006/07/01
JHARKHAND,"Pashchimi Singhbhum",2007,0,2007/07/01
JHARKHAND,"Pashchimi Singhbhum",2008,0,2008/07/01
JHARKHAND,"Pashchimi Singhbhum",2009,0,2009/07/01
JHARKHAND,"Purbi Singhbhum",2005,0,2005/07/01
JHARKHAND,"Purbi Singhbhum",2006,0,2006/07/01
JHARKHAND,"Purbi Singhbhum",2007,0,2007/07/01
JHARKHAND,"Purbi Singhbhum",2008,0,2008/07/01
JHARKHAND,"Purbi Singhbhum",2009,0,2009/07/01
JHARKHAND,Ranchi,2005,0,2005/07/01
JHARKHAND,Ranchi,2006,0,2006/07/01
JHARKHAND,Ranchi,2007,0,2007/07/01
JHARKHAND,Ranchi,2008,0,2008/07/01
JHARKHAND,Ranchi,2009,0,2009/07/01
JHARKHAND,Sahibganj,2005,0,2005/07/01
JHARKHAND,Sahibganj,2006,0,2006/07/01
JHARKHAND,Sahibganj,2007,0,2007/07/01
JHARKHAND,Sahibganj,2008,0,2008/07/01
JHARKHAND,Sahibganj,2009,0,2009/07/01
KARNATAKA,Bagalkot,2005,0,2005/07/01
KARNATAKA,Bagalkot,2006,0,2006/07/01
KARNATAKA,Bagalkot,2007,0,2007/07/01
KARNATAKA,Bagalkot,2008,0,2008/07/01
KARNATAKA,Bagalkot,2009,0,2009/07/01
KARNATAKA,Bangalore,2005,0,2005/07/01
KARNATAKA,Bangalore,2006,0,2006/07/01
KARNATAKA,Bangalore,2007,0,2007/07/01
KARNATAKA,Bangalore,2008,0,2008/07/01
KARNATAKA,Bangalore,2009,0,2009/07/01
KARNATAKA,"Bangalore Rural",2005,0,2005/07/01
KARNATAKA,"Bangalore Rural",2006,0,2006/07/01
KARNATAKA,"Bangalore Rural",2007,0,2007/07/01
KARNATAKA,"Bangalore Rural",2008,0,2008/07/01
KARNATAKA,"Bangalore Rural",2009,0,2009/07/01
KARNATAKA,Belgaum,2005,0,2005/07/01
KARNATAKA,Belgaum,2006,0,2006/07/01
KARNATAKA,Belgaum,2007,0,2007/07/01
KARNATAKA,Belgaum,2008,0,2008/07/01
KARNATAKA,Belgaum,2009,0,2009/07/01
KARNATAKA,Bellary,2005,0,2005/07/01
KARNATAKA,Bellary,2006,0,2006/07/01
KARNATAKA,Bellary,2007,0,2007/07/01
KARNATAKA,Bellary,2008,0,2008/07/01
KARNATAKA,Bellary,2009,0,2009/07/01
KARNATAKA,Bidar,2005,0,2005/07/01
KARNATAKA,Bidar,2006,0,2006/07/01
KARNATAKA,Bidar,2007,0,2007/07/01
KARNATAKA,Bidar,2008,0,2008/07/01
KARNATAKA,Bidar,2009,0,2009/07/01
KARNATAKA,Bijapur,2005,0,2005/07/01
KARNATAKA,Bijapur,2006,0,2006/07/01
KARNATAKA,Bijapur,2007,0,2007/07/01
KARNATAKA,Bijapur,2008,0,2008/07/01
KARNATAKA,Bijapur,2009,0,2009/07/01
KARNATAKA,Chamrajnagar,2005,0,2005/07/01
KARNATAKA,Chamrajnagar,2006,0,2006/07/01
KARNATAKA,Chamrajnagar,2007,0,2007/07/01
KARNATAKA,Chamrajnagar,2008,0,2008/07/01
KARNATAKA,Chamrajnagar,2009,0,2009/07/01
KARNATAKA,Chikmagalur,2005,0,2005/07/01
KARNATAKA,Chikmagalur,2006,0,2006/07/01
KARNATAKA,Chikmagalur,2007,0,2007/07/01
KARNATAKA,Chikmagalur,2008,0,2008/07/01
KARNATAKA,Chikmagalur,2009,0,2009/07/01
KARNATAKA,Chitradurga,2005,0,2005/07/01
KARNATAKA,Chitradurga,2006,0,2006/07/01
KARNATAKA,Chitradurga,2007,0,2007/07/01
KARNATAKA,Chitradurga,2008,0,2008/07/01
KARNATAKA,Chitradurga,2009,0,2009/07/01
KARNATAKA,"Dakshina Kannada",2005,0,2005/07/01
KARNATAKA,"Dakshina Kannada",2006,0,2006/07/01
KARNATAKA,"Dakshina Kannada",2007,0,2007/07/01
KARNATAKA,"Dakshina Kannada",2008,0,2008/07/01
KARNATAKA,"Dakshina Kannada",2009,0,2009/07/01
KARNATAKA,Davangere,2005,0,2005/07/01
KARNATAKA,Davangere,2006,0,2006/07/01
KARNATAKA,Davangere,2007,0,2007/07/01
KARNATAKA,Davangere,2008,0,2008/07/01
KARNATAKA,Davangere,2009,0,2009/07/01
KARNATAKA,Dharwad,2005,0,2005/07/01
KARNATAKA,Dharwad,2006,0,2006/07/01
KARNATAKA,Dharwad,2007,0,2007/07/01
KARNATAKA,Dharwad,2008,0,2008/07/01
KARNATAKA,Dharwad,2009,0,2009/07/01
KARNATAKA,Gadag,2005,0,2005/07/01
KARNATAKA,Gadag,2006,0,2006/07/01
KARNATAKA,Gadag,2007,0,2007/07/01
KARNATAKA,Gadag,2008,0,2008/07/01
KARNATAKA,Gadag,2009,0,2009/07/01
KARNATAKA,Gulbarga,2005,0,2005/07/01
KARNATAKA,Gulbarga,2006,0,2006/07/01
KARNATAKA,Gulbarga,2007,0,2007/07/01
KARNATAKA,Gulbarga,2008,0,2008/07/01
KARNATAKA,Gulbarga,2009,0,2009/07/01
KARNATAKA,Hassan,2005,0,2005/07/01
KARNATAKA,Hassan,2006,0,2006/07/01
KARNATAKA,Hassan,2007,0,2007/07/01
KARNATAKA,Hassan,2008,0,2008/07/01
KARNATAKA,Hassan,2009,0,2009/07/01
KARNATAKA,Haveri,2005,0,2005/07/01
KARNATAKA,Haveri,2006,0,2006/07/01
KARNATAKA,Haveri,2007,0,2007/07/01
KARNATAKA,Haveri,2008,0,2008/07/01
KARNATAKA,Haveri,2009,0,2009/07/01
KARNATAKA,Kodagu,2005,0,2005/07/01
KARNATAKA,Kodagu,2006,0,2006/07/01
KARNATAKA,Kodagu,2007,0,2007/07/01
KARNATAKA,Kodagu,2008,0,2008/07/01
KARNATAKA,Kodagu,2009,0,2009/07/01
KARNATAKA,Kolar,2005,0,2005/07/01
KARNATAKA,Kolar,2006,0,2006/07/01
KARNATAKA,Kolar,2007,0,2007/07/01
KARNATAKA,Kolar,2008,0,2008/07/01
KARNATAKA,Kolar,2009,0,2009/07/01
KARNATAKA,Koppal,2005,0,2005/07/01
KARNATAKA,Koppal,2006,0,2006/07/01
KARNATAKA,Koppal,2007,0,2007/07/01
KARNATAKA,Koppal,2008,0,2008/07/01
KARNATAKA,Koppal,2009,0,2009/07/01
KARNATAKA,Mandya,2005,0,2005/07/01
KARNATAKA,Mandya,2006,0,2006/07/01
KARNATAKA,Mandya,2007,0,2007/07/01
KARNATAKA,Mandya,2008,0,2008/07/01
KARNATAKA,Mandya,2009,0,2009/07/01
KARNATAKA,Mysore,2005,0,2005/07/01
KARNATAKA,Mysore,2006,0,2006/07/01
KARNATAKA,Mysore,2007,0,2007/07/01
KARNATAKA,Mysore,2008,0,2008/07/01
KARNATAKA,Mysore,2009,0,2009/07/01
KARNATAKA,Raichur,2005,0,2005/07/01
KARNATAKA,Raichur,2006,0,2006/07/01
KARNATAKA,Raichur,2007,0,2007/07/01
KARNATAKA,Raichur,2008,0,2008/07/01
KARNATAKA,Raichur,2009,0,2009/07/01
KARNATAKA,Shimoga,2005,0,2005/07/01
KARNATAKA,Shimoga,2006,0,2006/07/01
KARNATAKA,Shimoga,2007,0,2007/07/01
KARNATAKA,Shimoga,2008,0,2008/07/01
KARNATAKA,Shimoga,2009,0,2009/07/01
KARNATAKA,Tumkur,2005,0,2005/07/01
KARNATAKA,Tumkur,2006,0,2006/07/01
KARNATAKA,Tumkur,2007,0,2007/07/01
KARNATAKA,Tumkur,2008,0,2008/07/01
KARNATAKA,Tumkur,2009,0,2009/07/01
KARNATAKA,Udupi,2005,0,2005/07/01
KARNATAKA,Udupi,2006,0,2006/07/01
KARNATAKA,Udupi,2007,0,2007/07/01
KARNATAKA,Udupi,2008,0,2008/07/01
KARNATAKA,Udupi,2009,0,2009/07/01
KARNATAKA,"Uttara Kannada",2005,0,2005/07/01
KARNATAKA,"Uttara Kannada",2006,0,2006/07/01
KARNATAKA,"Uttara Kannada",2007,0,2007/07/01
KARNATAKA,"Uttara Kannada",2008,0,2008/07/01
KARNATAKA,"Uttara Kannada",2009,0,2009/07/01
KERALA,Alappuzha,2005,0,2005/07/01
KERALA,Alappuzha,2006,0,2006/07/01
KERALA,Alappuzha,2007,0,2007/07/01
KERALA,Alappuzha,2008,0,2008/07/01
KERALA,Alappuzha,2009,0,2009/07/01
KERALA,Ernakulam,2005,0,2005/07/01
KERALA,Ernakulam,2006,0,2006/07/01
KERALA,Ernakulam,2007,0,2007/07/01
KERALA,Ernakulam,2008,0,2008/07/01
KERALA,Ernakulam,2009,0,2009/07/01
KERALA,Idukki,2005,0,2005/07/01
KERALA,Idukki,2006,0,2006/07/01
KERALA,Idukki,2007,0,2007/07/01
KERALA,Idukki,2008,0,2008/07/01
KERALA,Idukki,2009,0,2009/07/01
KERALA,Kannur,2005,0,2005/07/01
KERALA,Kannur,2006,0,2006/07/01
KERALA,Kannur,2007,0,2007/07/01
KERALA,Kannur,2008,0,2008/07/01
KERALA,Kannur,2009,0,2009/07/01
KERALA,Kasaragod,2005,0,2005/07/01
KERALA,Kasaragod,2006,0,2006/07/01
KERALA,Kasaragod,2007,0.19028985507246,2007/07/01
KERALA,Kasaragod,2008,0,2008/07/01
KERALA,Kasaragod,2009,0,2009/07/01
KERALA,Kollam,2005,0,2005/07/01
KERALA,Kollam,2006,0,2006/07/01
KERALA,Kollam,2007,0,2007/07/01
KERALA,Kollam,2008,0,2008/07/01
KERALA,Kollam,2009,0,2009/07/01
KERALA,Kottayam,2005,0,2005/07/01
KERALA,Kottayam,2006,0,2006/07/01
KERALA,Kottayam,2007,0,2007/07/01
KERALA,Kottayam,2008,0,2008/07/01
KERALA,Kottayam,2009,0,2009/07/01
KERALA,Kozhikode,2005,0,2005/07/01
KERALA,Kozhikode,2006,0,2006/07/01
KERALA,Kozhikode,2007,0,2007/07/01
KERALA,Kozhikode,2008,0,2008/07/01
KERALA,Kozhikode,2009,0,2009/07/01
KERALA,Malappuram,2005,0,2005/07/01
KERALA,Malappuram,2006,0,2006/07/01
KERALA,Malappuram,2007,0,2007/07/01
KERALA,Malappuram,2008,0,2008/07/01
KERALA,Malappuram,2009,0,2009/07/01
KERALA,Palakkad,2005,0,2005/07/01
KERALA,Palakkad,2006,0,2006/07/01
KERALA,Palakkad,2007,0,2007/07/01
KERALA,Palakkad,2008,0,2008/07/01
KERALA,Palakkad,2009,0,2009/07/01
KERALA,Pathanamthitta,2005,0,2005/07/01
KERALA,Pathanamthitta,2006,0,2006/07/01
KERALA,Pathanamthitta,2007,0,2007/07/01
KERALA,Pathanamthitta,2008,0,2008/07/01
KERALA,Pathanamthitta,2009,0,2009/07/01
KERALA,Thiruvananthapuram,2005,0,2005/07/01
KERALA,Thiruvananthapuram,2006,0,2006/07/01
KERALA,Thiruvananthapuram,2007,0,2007/07/01
KERALA,Thiruvananthapuram,2008,0,2008/07/01
KERALA,Thiruvananthapuram,2009,0,2009/07/01
KERALA,Thrissur,2005,0,2005/07/01
KERALA,Thrissur,2006,0,2006/07/01
KERALA,Thrissur,2007,0,2007/07/01
KERALA,Thrissur,2008,0,2008/07/01
KERALA,Thrissur,2009,0,2009/07/01
KERALA,Wayanad,2005,0,2005/07/01
KERALA,Wayanad,2006,0,2006/07/01
KERALA,Wayanad,2007,0,2007/07/01
KERALA,Wayanad,2008,0,2008/07/01
KERALA,Wayanad,2009,0,2009/07/01
LAKSHADWEEP,Lakshadweep,2005,0,2005/07/01
LAKSHADWEEP,Lakshadweep,2006,0,2006/07/01
LAKSHADWEEP,Lakshadweep,2007,0,2007/07/01
LAKSHADWEEP,Lakshadweep,2008,0,2008/07/01
LAKSHADWEEP,Lakshadweep,2009,0,2009/07/01
"MADHYA PRADESH",Balaghat,2005,0.07659090909091,2005/07/01
"MADHYA PRADESH",Balaghat,2006,0,2006/07/01
"MADHYA PRADESH",Balaghat,2007,0,2007/07/01
"MADHYA PRADESH",Balaghat,2008,0,2008/07/01
"MADHYA PRADESH",Balaghat,2009,0,2009/07/01
"MADHYA PRADESH",Barwani,2005,0.65666666666667,2005/07/01
"MADHYA PRADESH",Barwani,2006,4.68454545454545,2006/07/01
"MADHYA PRADESH",Barwani,2007,0,2007/07/01
"MADHYA PRADESH",Barwani,2008,0,2008/07/01
"MADHYA PRADESH",Barwani,2009,0,2009/07/01
"MADHYA PRADESH",Betul,2005,0.899375,2005/07/01
"MADHYA PRADESH",Betul,2006,0,2006/07/01
"MADHYA PRADESH",Betul,2007,0,2007/07/01
"MADHYA PRADESH",Betul,2008,0,2008/07/01
"MADHYA PRADESH",Betul,2009,0,2009/07/01
"MADHYA PRADESH",Bhind,2005,0.44178571428571,2005/07/01
"MADHYA PRADESH",Bhind,2006,0,2006/07/01
"MADHYA PRADESH",Bhind,2007,0,2007/07/01
"MADHYA PRADESH",Bhind,2008,0,2008/07/01
"MADHYA PRADESH",Bhind,2009,0,2009/07/01
"MADHYA PRADESH",Bhopal,2005,1.25411764705882,2005/07/01
"MADHYA PRADESH",Bhopal,2006,0,2006/07/01
"MADHYA PRADESH",Bhopal,2007,0,2007/07/01
"MADHYA PRADESH",Bhopal,2008,0,2008/07/01
"MADHYA PRADESH",Bhopal,2009,0,2009/07/01
"MADHYA PRADESH",Chhatarpur,2005,0,2005/07/01
"MADHYA PRADESH",Chhatarpur,2006,0,2006/07/01
"MADHYA PRADESH",Chhatarpur,2007,0,2007/07/01
"MADHYA PRADESH",Chhatarpur,2008,0,2008/07/01
"MADHYA PRADESH",Chhatarpur,2009,0,2009/07/01
"MADHYA PRADESH",Chhindwara,2005,0.70208333333333,2005/07/01
"MADHYA PRADESH",Chhindwara,2006,0,2006/07/01
"MADHYA PRADESH",Chhindwara,2007,0,2007/07/01
"MADHYA PRADESH",Chhindwara,2008,0,2008/07/01
"MADHYA PRADESH",Chhindwara,2009,0,2009/07/01
"MADHYA PRADESH",Damoh,2005,0.2772,2005/07/01
"MADHYA PRADESH",Damoh,2006,0,2006/07/01
"MADHYA PRADESH",Damoh,2007,0,2007/07/01
"MADHYA PRADESH",Damoh,2008,0,2008/07/01
"MADHYA PRADESH",Damoh,2009,0,2009/07/01
"MADHYA PRADESH",Datia,2005,3.24625,2005/07/01
"MADHYA PRADESH",Datia,2006,0,2006/07/01
"MADHYA PRADESH",Datia,2007,0,2007/07/01
"MADHYA PRADESH",Datia,2008,0,2008/07/01
"MADHYA PRADESH",Datia,2009,0,2009/07/01
"MADHYA PRADESH",Dewas,2005,0.17787878787879,2005/07/01
"MADHYA PRADESH",Dewas,2006,0,2006/07/01
"MADHYA PRADESH",Dewas,2007,0,2007/07/01
"MADHYA PRADESH",Dewas,2008,0,2008/07/01
"MADHYA PRADESH",Dewas,2009,0,2009/07/01
"MADHYA PRADESH",Dhar,2005,0.36216216216216,2005/07/01
"MADHYA PRADESH",Dhar,2006,4.83657142857143,2006/07/01
"MADHYA PRADESH",Dhar,2007,0,2007/07/01
"MADHYA PRADESH",Dhar,2008,0,2008/07/01
"MADHYA PRADESH",Dhar,2009,0,2009/07/01
"MADHYA PRADESH",Dindori,2005,0.59142857142857,2005/07/01
"MADHYA PRADESH",Dindori,2006,0,2006/07/01
"MADHYA PRADESH",Dindori,2007,0,2007/07/01
"MADHYA PRADESH",Dindori,2008,0,2008/07/01
"MADHYA PRADESH",Dindori,2009,0,2009/07/01
"MADHYA PRADESH","East Nimar",2005,0.86575757575758,2005/07/01
"MADHYA PRADESH","East Nimar",2006,0,2006/07/01
"MADHYA PRADESH","East Nimar",2007,0,2007/07/01
"MADHYA PRADESH","East Nimar",2008,0,2008/07/01
"MADHYA PRADESH","East Nimar",2009,0,2009/07/01
"MADHYA PRADESH",Guna,2005,0.59846153846154,2005/07/01
"MADHYA PRADESH",Guna,2006,0,2006/07/01
"MADHYA PRADESH",Guna,2007,0,2007/07/01
